StateAb,DivisionID,DivisionNm,FromCandidateID,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateID,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercentage
NSW,117,Eden-Monaro,37549,ON,Pauline Hanson's One Nation,SHANNON,Boyd,10,36803,ALP,Labor,McBAIN,Kristy,3,1703,39.14
NSW,117,Eden-Monaro,37549,ON,Pauline Hanson's One Nation,SHANNON,Boyd,10,37193,LP,Liberal,NOCKLES,Jerry,6,2648,60.86
NSW,118,Farrer,0,NA,NA,First Preferences,NA,0,36789,ALP,Labor,CAMERON,Darren Michael,8,19097,26.65
NSW,118,Farrer,0,NA,NA,First Preferences,NA,0,37032,LP,Liberal,LEY,Sussan,2,52566,73.35
NSW,118,Farrer,36331,GRN,The Greens,DAVERN,Eli,1,36789,ALP,Labor,CAMERON,Darren Michael,8,6609,72.13
NSW,118,Farrer,36331,GRN,The Greens,DAVERN,Eli,1,37032,LP,Liberal,LEY,Sussan,2,2554,27.87
NSW,118,Farrer,37644,IND,Independent,DUNCAN-STRELEC,Amanda,3,36789,ALP,Labor,CAMERON,Darren Michael,8,1694,53.12
NSW,118,Farrer,37644,IND,Independent,DUNCAN-STRELEC,Amanda,3,37032,LP,Liberal,LEY,Sussan,2,1495,46.88
NSW,118,Farrer,37318,ASP,"Shooters, Fishers and Farmers Party",BRITTON,Paul,4,36789,ALP,Labor,CAMERON,Darren Michael,8,2210,41.39
NSW,118,Farrer,37318,ASP,"Shooters, Fishers and Farmers Party",BRITTON,Paul,4,37032,LP,Liberal,LEY,Sussan,2,3129,58.61
NSW,118,Farrer,36668,LDP,Liberal Democrats,ROWORTH,Ian Christopher,5,36789,ALP,Labor,CAMERON,Darren Michael,8,425,26.65
NSW,118,Farrer,36668,LDP,Liberal Democrats,ROWORTH,Ian Christopher,5,37032,LP,Liberal,LEY,Sussan,2,1170,73.35
NSW,118,Farrer,37561,ON,Pauline Hanson's One Nation,FRANCIS,Richard,6,36789,ALP,Labor,CAMERON,Darren Michael,8,2458,38.63
NSW,118,Farrer,37561,ON,Pauline Hanson's One Nation,FRANCIS,Richard,6,37032,LP,Liberal,LEY,Sussan,2,3905,61.37
NSW,118,Farrer,36274,UAPP,United Australia Party,RAMOS,Julie,7,36789,ALP,Labor,CAMERON,Darren Michael,8,1350,41.28
NSW,118,Farrer,36274,UAPP,United Australia Party,RAMOS,Julie,7,37032,LP,Liberal,LEY,Sussan,2,1920,58.72
NSW,119,Fowler,0,NA,NA,First Preferences,NA,0,36240,IND,Independent,LE,Dai,4,25346,45
NSW,119,Fowler,0,NA,NA,First Preferences,NA,0,36907,ALP,Labor,KENEALLY,Kristina,1,30973,55
NSW,119,Fowler,36305,UAPP,United Australia Party,PANICH,Lela Lepa,2,36240,IND,Independent,LE,Dai,4,3802,68.98
NSW,119,Fowler,36305,UAPP,United Australia Party,PANICH,Lela Lepa,2,36907,ALP,Labor,KENEALLY,Kristina,1,1710,31.02
NSW,119,Fowler,36676,LDP,Liberal Democrats,RUNGE,Peter Ronald,3,36240,IND,Independent,LE,Dai,4,1121,53.53
NSW,119,Fowler,36676,LDP,Liberal Democrats,RUNGE,Peter Ronald,3,36907,ALP,Labor,KENEALLY,Kristina,1,973,46.47
NSW,119,Fowler,37026,LP,Liberal,NGUYEN,Courtney,5,36240,IND,Independent,LE,Dai,4,10603,71.93
NSW,119,Fowler,37026,LP,Liberal,NGUYEN,Courtney,5,36907,ALP,Labor,KENEALLY,Kristina,1,4137,28.07
NSW,119,Fowler,37566,ON,Pauline Hanson's One Nation,MARGOS,Tony,6,36240,IND,Independent,LE,Dai,4,1987,65.21
NSW,119,Fowler,37566,ON,Pauline Hanson's One Nation,MARGOS,Tony,6,36907,ALP,Labor,KENEALLY,Kristina,1,1060,34.79
NSW,119,Fowler,36679,GRN,The Greens,HOWARD,Avery,7,36240,IND,Independent,LE,Dai,4,1489,35.53
NSW,119,Fowler,36679,GRN,The Greens,HOWARD,Avery,7,36907,ALP,Labor,KENEALLY,Kristina,1,2702,64.47
NSW,120,Gilmore,0,NA,NA,First Preferences,NA,0,36776,ALP,Labor,PHILLIPS,Fiona,7,40175,46.12
NSW,120,Gilmore,0,NA,NA,First Preferences,NA,0,37023,LP,Liberal,CONSTANCE,Andrew,1,46941,53.88
NSW,120,Gilmore,37405,IND,Independent,DIGIGLIO,Nina,2,36776,ALP,Labor,PHILLIPS,Fiona,7,2478,52.49
NSW,120,Gilmore,37405,IND,Independent,DIGIGLIO,Nina,2,37023,LP,Liberal,CONSTANCE,Andrew,1,2243,47.51
NSW,120,Gilmore,36682,GRN,The Greens,McCALLUM,Carmel,3,36776,ALP,Labor,PHILLIPS,Fiona,7,10048,88.01
NSW,120,Gilmore,36682,GRN,The Greens,McCALLUM,Carmel,3,37023,LP,Liberal,CONSTANCE,Andrew,1,1369,11.99
NSW,120,Gilmore,36270,UAPP,United Australia Party,MALONEY,Jordan Lindsay,4,36776,ALP,Labor,PHILLIPS,Fiona,7,1241,39.93
NSW,120,Gilmore,36270,UAPP,United Australia Party,MALONEY,Jordan Lindsay,4,37023,LP,Liberal,CONSTANCE,Andrew,1,1867,60.07
NSW,120,Gilmore,37515,ON,Pauline Hanson's One Nation,EID,Jerremy,5,36776,ALP,Labor,PHILLIPS,Fiona,7,1824,40.96
NSW,120,Gilmore,37515,ON,Pauline Hanson's One Nation,EID,Jerremy,5,37023,LP,Liberal,CONSTANCE,Andrew,1,2629,59.04
NSW,120,Gilmore,36671,LDP,Liberal Democrats,FADINI,Adrian,6,36776,ALP,Labor,PHILLIPS,Fiona,7,273,30.67
NSW,120,Gilmore,36671,LDP,Liberal Democrats,FADINI,Adrian,6,37023,LP,Liberal,CONSTANCE,Andrew,1,617,69.33
NSW,121,Grayndler,0,NA,NA,First Preferences,NA,0,36317,GRN,The Greens,JACOBS,Rachael,8,20846,29.13
NSW,121,Grayndler,0,NA,NA,First Preferences,NA,0,36782,ALP,Labor,ALBANESE,Anthony,2,50723,70.87
NSW,121,Grayndler,36278,UAPP,United Australia Party,SMITH,David Bruce,1,36317,GRN,The Greens,JACOBS,Rachael,8,906,43.12
NSW,121,Grayndler,36278,UAPP,United Australia Party,SMITH,David Bruce,1,36782,ALP,Labor,ALBANESE,Anthony,2,1195,56.88
NSW,121,Grayndler,37029,LP,Liberal,ZHANG,Ben,3,36317,GRN,The Greens,JACOBS,Rachael,8,6063,40.12
NSW,121,Grayndler,37029,LP,Liberal,ZHANG,Ben,3,36782,ALP,Labor,ALBANESE,Anthony,2,9048,59.88
NSW,121,Grayndler,36327,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",HAGGERTY,James,4,36317,GRN,The Greens,JACOBS,Rachael,8,783,64.08
NSW,121,Grayndler,36327,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",HAGGERTY,James,4,36782,ALP,Labor,ALBANESE,Anthony,2,439,35.92
NSW,121,Grayndler,37650,IND,Independent,KILHAM,Sarina,5,36317,GRN,The Greens,JACOBS,Rachael,8,1171,59.35
NSW,121,Grayndler,37650,IND,Independent,KILHAM,Sarina,5,36782,ALP,Labor,ALBANESE,Anthony,2,802,40.65
NSW,121,Grayndler,37534,ON,Pauline Hanson's One Nation,HENSELIN,Paul,6,36317,GRN,The Greens,JACOBS,Rachael,8,547,37.75
NSW,121,Grayndler,37534,ON,Pauline Hanson's One Nation,HENSELIN,Paul,6,36782,ALP,Labor,ALBANESE,Anthony,2,902,62.25
NSW,121,Grayndler,36749,AJP,Animal Justice Party,DELLO-IACOVO,Michael Armando,7,36317,GRN,The Greens,JACOBS,Rachael,8,844,73.52
NSW,121,Grayndler,36749,AJP,Animal Justice Party,DELLO-IACOVO,Michael Armando,7,36782,ALP,Labor,ALBANESE,Anthony,2,304,26.48
NSW,122,Greenway,0,NA,NA,First Preferences,NA,0,36787,ALP,Labor,ROWLAND,Michelle,2,48551,61.86
NSW,122,Greenway,0,NA,NA,First Preferences,NA,0,37042,LP,Liberal,PATHI,Pradeep,7,29932,38.14
NSW,122,Greenway,36264,UAPP,United Australia Party,REX,Mark Andrew,1,36787,ALP,Labor,ROWLAND,Michelle,2,2462,56.48
NSW,122,Greenway,36264,UAPP,United Australia Party,REX,Mark Andrew,1,37042,LP,Liberal,PATHI,Pradeep,7,1897,43.52
NSW,122,Greenway,36674,LDP,Liberal Democrats,KACHWALLA,Adam,3,36787,ALP,Labor,ROWLAND,Michelle,2,1180,39.15
NSW,122,Greenway,36674,LDP,Liberal Democrats,KACHWALLA,Adam,3,37042,LP,Liberal,PATHI,Pradeep,7,1834,60.85
NSW,122,Greenway,37805,IND,Independent,BOSI,Riccardo Umberto Guerrino,4,36787,ALP,Labor,ROWLAND,Michelle,2,1640,50.12
NSW,122,Greenway,37805,IND,Independent,BOSI,Riccardo Umberto Guerrino,4,37042,LP,Liberal,PATHI,Pradeep,7,1632,49.88
NSW,122,Greenway,37810,IND,Independent,NANDA,Love Preet Singh,5,36787,ALP,Labor,ROWLAND,Michelle,2,882,54.61
NSW,122,Greenway,37810,IND,Independent,NANDA,Love Preet Singh,5,37042,LP,Liberal,PATHI,Pradeep,7,733,45.39
NSW,122,Greenway,37806,ON,Pauline Hanson's One Nation,TURNER,Rick,6,36787,ALP,Labor,ROWLAND,Michelle,2,1189,43.87
NSW,122,Greenway,37806,ON,Pauline Hanson's One Nation,TURNER,Rick,6,37042,LP,Liberal,PATHI,Pradeep,7,1521,56.13
NSW,122,Greenway,36328,GRN,The Greens,ATKINS,Damien,8,36787,ALP,Labor,ROWLAND,Michelle,2,5960,84.11
NSW,122,Greenway,36328,GRN,The Greens,ATKINS,Damien,8,37042,LP,Liberal,PATHI,Pradeep,7,1126,15.89
NSW,124,Hughes,0,NA,NA,First Preferences,NA,0,36790,ALP,Labor,CAMPBELL,Riley,7,21828,34.12
NSW,124,Hughes,0,NA,NA,First Preferences,NA,0,37190,LP,Liberal,WARE,Jenny,1,42148,65.88
NSW,124,Hughes,36359,GRN,The Greens,THOMPSON,Pete,2,36790,ALP,Labor,CAMPBELL,Riley,7,5090,83.2
NSW,124,Hughes,36359,GRN,The Greens,THOMPSON,Pete,2,37190,LP,Liberal,WARE,Jenny,1,1028,16.8
NSW,124,Hughes,36104,IND,Independent,STEELE,Georgia,3,36790,ALP,Labor,CAMPBELL,Riley,7,9659,69.53
NSW,124,Hughes,36104,IND,Independent,STEELE,Georgia,3,37190,LP,Liberal,WARE,Jenny,1,4232,30.47
NSW,124,Hughes,36249,UAPP,United Australia Party,KELLY,Craig,4,36790,ALP,Labor,CAMPBELL,Riley,7,2230,31.03
NSW,124,Hughes,36249,UAPP,United Australia Party,KELLY,Craig,4,37190,LP,Liberal,WARE,Jenny,1,4956,68.97
NSW,124,Hughes,37821,ON,Pauline Hanson's One Nation,SEYMOUR,Narelle,5,36790,ALP,Labor,CAMPBELL,Riley,7,936,36
NSW,124,Hughes,37821,ON,Pauline Hanson's One Nation,SEYMOUR,Narelle,5,37190,LP,Liberal,WARE,Jenny,1,1664,64
NSW,124,Hughes,37398,IND,Independent,SEYMOUR,Linda,6,36790,ALP,Labor,CAMPBELL,Riley,7,1922,61.25
NSW,124,Hughes,37398,IND,Independent,SEYMOUR,Linda,6,37190,LP,Liberal,WARE,Jenny,1,1216,38.75
NSW,125,Hume,0,NA,NA,First Preferences,NA,0,36785,ALP,Labor,BAINES,Greg,1,20864,31.59
NSW,125,Hume,0,NA,NA,First Preferences,NA,0,37034,LP,Liberal,TAYLOR,Angus,7,45177,68.41
NSW,125,Hume,36341,UAPP,United Australia Party,DOLLIN,Garry Trevor,2,36785,ALP,Labor,BAINES,Greg,1,1740,36.4
NSW,125,Hume,36341,UAPP,United Australia Party,DOLLIN,Garry Trevor,2,37034,LP,Liberal,TAYLOR,Angus,7,3040,63.6
NSW,125,Hume,37521,ON,Pauline Hanson's One Nation,THOMPSON,Rebecca,3,36785,ALP,Labor,BAINES,Greg,1,3078,39.97
NSW,125,Hume,37521,ON,Pauline Hanson's One Nation,THOMPSON,Rebecca,3,37034,LP,Liberal,TAYLOR,Angus,7,4622,60.03
NSW,125,Hume,37730,IND,Independent,MENERIPITIYAGE DONA,Sheneli,4,36785,ALP,Labor,BAINES,Greg,1,755,67.17
NSW,125,Hume,37730,IND,Independent,MENERIPITIYAGE DONA,Sheneli,4,37034,LP,Liberal,TAYLOR,Angus,7,369,32.83
NSW,125,Hume,37320,ASP,"Shooters, Fishers and Farmers Party",SELLER,Ross Edward,5,36785,ALP,Labor,BAINES,Greg,1,1433,46.11
NSW,125,Hume,37320,ASP,"Shooters, Fishers and Farmers Party",SELLER,Ross Edward,5,37034,LP,Liberal,TAYLOR,Angus,7,1675,53.89
NSW,125,Hume,36323,GRN,The Greens,STEWART,Karen,6,36785,ALP,Labor,BAINES,Greg,1,4241,81.65
NSW,125,Hume,36323,GRN,The Greens,STEWART,Karen,6,37034,LP,Liberal,TAYLOR,Angus,7,953,18.35
NSW,125,Hume,36772,LDP,Liberal Democrats,DE LIMA,Joaquim Eduardo,8,36785,ALP,Labor,BAINES,Greg,1,202,26.23
NSW,125,Hume,36772,LDP,Liberal Democrats,DE LIMA,Joaquim Eduardo,8,37034,LP,Liberal,TAYLOR,Angus,7,568,73.77
NSW,125,Hume,37807,IND,Independent,ACKERY,Penny,9,36785,ALP,Labor,BAINES,Greg,1,11982,74.68
NSW,125,Hume,37807,IND,Independent,ACKERY,Penny,9,37034,LP,Liberal,TAYLOR,Angus,7,4063,25.32
NSW,126,Hunter,0,NA,NA,First Preferences,NA,0,36296,NP,The Nationals,THOMSON,James,7,29540,41.57
NSW,126,Hunter,0,NA,NA,First Preferences,NA,0,36792,ALP,Labor,REPACHOLI,Dan,2,41514,58.43
NSW,126,Hunter,36307,GRN,The Greens,MURRAY,Janet,1,36296,NP,The Nationals,THOMSON,James,7,1636,17.11
NSW,126,Hunter,36307,GRN,The Greens,MURRAY,Janet,1,36792,ALP,Labor,REPACHOLI,Dan,2,7926,82.89
NSW,126,Hunter,36401,AJP,Animal Justice Party,DAVIES,Victoria,3,36296,NP,The Nationals,THOMSON,James,7,1161,47.02
NSW,126,Hunter,36401,AJP,Animal Justice Party,DAVIES,Victoria,3,36792,ALP,Labor,REPACHOLI,Dan,2,1308,52.98
NSW,126,Hunter,32415,IND,Independent,BONDS,Stuart,4,36296,NP,The Nationals,THOMSON,James,7,4112,67.12
NSW,126,Hunter,32415,IND,Independent,BONDS,Stuart,4,36792,ALP,Labor,REPACHOLI,Dan,2,2014,32.88
NSW,126,Hunter,37574,IMO,Informed Medical Options Party,TOWNSEND,Cathy,5,36296,NP,The Nationals,THOMSON,James,7,953,65.36
NSW,126,Hunter,37574,IMO,Informed Medical Options Party,TOWNSEND,Cathy,5,36792,ALP,Labor,REPACHOLI,Dan,2,505,34.64
NSW,126,Hunter,36273,UAPP,United Australia Party,PASSFIELD,Geoff,6,36296,NP,The Nationals,THOMSON,James,7,3097,70.87
NSW,126,Hunter,36273,UAPP,United Australia Party,PASSFIELD,Geoff,6,36792,ALP,Labor,REPACHOLI,Dan,2,1273,29.13
NSW,126,Hunter,37525,ON,Pauline Hanson's One Nation,McNAMARA,Dale,8,36296,NP,The Nationals,THOMSON,James,7,7797,72.47
NSW,126,Hunter,37525,ON,Pauline Hanson's One Nation,McNAMARA,Dale,8,36792,ALP,Labor,REPACHOLI,Dan,2,2962,27.53
NSW,126,Hunter,37365,IND,Independent,LARUFFA,Scott Fulvio,9,36296,NP,The Nationals,THOMSON,James,7,1231,63.82
NSW,126,Hunter,37365,IND,Independent,LARUFFA,Scott Fulvio,9,36792,ALP,Labor,REPACHOLI,Dan,2,698,36.18
NSW,127,Kingsford Smith,0,NA,NA,First Preferences,NA,0,36781,ALP,Labor,THISTLETHWAITE,Matt,5,46697,62.57
NSW,127,Kingsford Smith,0,NA,NA,First Preferences,NA,0,37039,LP,Liberal,TAN,Grace,4,27929,37.43
NSW,127,Kingsford Smith,36337,GRN,The Greens,DAVIS,Stuart,1,36781,ALP,Labor,THISTLETHWAITE,Matt,5,13978,85.23
NSW,127,Kingsford Smith,36337,GRN,The Greens,DAVIS,Stuart,1,37039,LP,Liberal,TAN,Grace,4,2423,14.77
NSW,127,Kingsford Smith,37824,ON,Pauline Hanson's One Nation,MARR,Darrin,2,36781,ALP,Labor,THISTLETHWAITE,Matt,5,999,32.74
NSW,127,Kingsford Smith,37824,ON,Pauline Hanson's One Nation,MARR,Darrin,2,37039,LP,Liberal,TAN,Grace,4,2052,67.26
NSW,127,Kingsford Smith,36338,UAPP,United Australia Party,TAWAF,Anthony,3,36781,ALP,Labor,THISTLETHWAITE,Matt,5,1194,35.24
NSW,127,Kingsford Smith,36338,UAPP,United Australia Party,TAWAF,Anthony,3,37039,LP,Liberal,TAN,Grace,4,2194,64.76
NSW,128,Lindsay,0,NA,NA,First Preferences,NA,0,36783,ALP,Labor,ROSS,Trevor,1,33206,40.42
NSW,128,Lindsay,0,NA,NA,First Preferences,NA,0,37160,LP,Liberal,McINTOSH,Melissa,5,48939,59.58
NSW,128,Lindsay,36345,GRN,The Greens,MORSSINK,Pieter,2,36783,ALP,Labor,ROSS,Trevor,1,6816,81.1
NSW,128,Lindsay,36345,GRN,The Greens,MORSSINK,Pieter,2,37160,LP,Liberal,McINTOSH,Melissa,5,1588,18.9
NSW,128,Lindsay,37526,ON,Pauline Hanson's One Nation,JAGO,Max,3,36783,ALP,Labor,ROSS,Trevor,1,2428,39.14
NSW,128,Lindsay,37526,ON,Pauline Hanson's One Nation,JAGO,Max,3,37160,LP,Liberal,McINTOSH,Melissa,5,3775,60.86
NSW,128,Lindsay,36354,UAPP,United Australia Party,O'CONNOR,Joseph,4,36783,ALP,Labor,ROSS,Trevor,1,1832,42.88
NSW,128,Lindsay,36354,UAPP,United Australia Party,O'CONNOR,Joseph,4,37160,LP,Liberal,McINTOSH,Melissa,5,2440,57.12
NSW,128,Lindsay,36853,LDP,Liberal Democrats,McCLURE,Gareth,6,36783,ALP,Labor,ROSS,Trevor,1,619,38.05
NSW,128,Lindsay,36853,LDP,Liberal Democrats,McCLURE,Gareth,6,37160,LP,Liberal,McINTOSH,Melissa,5,1008,61.95
NSW,128,Lindsay,37150,IMO,Informed Medical Options Party,RAY,Rebekah,7,36783,ALP,Labor,ROSS,Trevor,1,822,39.61
NSW,128,Lindsay,37150,IMO,Informed Medical Options Party,RAY,Rebekah,7,37160,LP,Liberal,McINTOSH,Melissa,5,1253,60.39
NSW,130,Lyne,0,NA,NA,First Preferences,NA,0,36310,NP,The Nationals,GILLESPIE,David,3,46661,66.96
NSW,130,Lyne,0,NA,NA,First Preferences,NA,0,36775,ALP,Labor,SIMPSON,Alex,4,23024,33.04
NSW,130,Lyne,36368,IND,Independent,PEARCE,Joanne,1,36310,NP,The Nationals,GILLESPIE,David,3,2198,57.54
NSW,130,Lyne,36368,IND,Independent,PEARCE,Joanne,1,36775,ALP,Labor,SIMPSON,Alex,4,1622,42.46
NSW,130,Lyne,36289,UAPP,United Australia Party,PUTLAND,Joel,2,36310,NP,The Nationals,GILLESPIE,David,3,3214,72.7
NSW,130,Lyne,36289,UAPP,United Australia Party,PUTLAND,Joel,2,36775,ALP,Labor,SIMPSON,Alex,4,1207,27.3
NSW,130,Lyne,37616,IND,Independent,ATTKINS,Steve,5,36310,NP,The Nationals,GILLESPIE,David,3,3044,54.61
NSW,130,Lyne,37616,IND,Independent,ATTKINS,Steve,5,36775,ALP,Labor,SIMPSON,Alex,4,2530,45.39
NSW,130,Lyne,36856,LDP,Liberal Democrats,HORNSHAW,Mark,6,36310,NP,The Nationals,GILLESPIE,David,3,5322,77.99
NSW,130,Lyne,36856,LDP,Liberal Democrats,HORNSHAW,Mark,6,36775,ALP,Labor,SIMPSON,Alex,4,1502,22.01
NSW,130,Lyne,37514,ON,Pauline Hanson's One Nation,CASHMAN,Josephine,7,36310,NP,The Nationals,GILLESPIE,David,3,6233,73.31
NSW,130,Lyne,37514,ON,Pauline Hanson's One Nation,CASHMAN,Josephine,7,36775,ALP,Labor,SIMPSON,Alex,4,2269,26.69
NSW,130,Lyne,36287,GRN,The Greens,ATTENBOROUGH,Karl,8,36310,NP,The Nationals,GILLESPIE,David,3,1749,20.77
NSW,130,Lyne,36287,GRN,The Greens,ATTENBOROUGH,Karl,8,36775,ALP,Labor,SIMPSON,Alex,4,6673,79.23
NSW,131,Macarthur,0,NA,NA,First Preferences,NA,0,36906,ALP,Labor,FREELANDER,Mike,3,51001,60.09
NSW,131,Macarthur,0,NA,NA,First Preferences,NA,0,37169,LP,Liberal,PAUDEL,Binod,2,33867,39.91
NSW,131,Macarthur,36346,GRN,The Greens,RIVERA,Jayden,1,36906,ALP,Labor,FREELANDER,Mike,3,6216,72.41
NSW,131,Macarthur,36346,GRN,The Greens,RIVERA,Jayden,1,37169,LP,Liberal,PAUDEL,Binod,2,2368,27.59
NSW,131,Macarthur,36288,UAPP,United Australia Party,SICARI,Rosa Antonia,4,36906,ALP,Labor,FREELANDER,Mike,3,3448,52.23
NSW,131,Macarthur,36288,UAPP,United Australia Party,SICARI,Rosa Antonia,4,37169,LP,Liberal,PAUDEL,Binod,2,3154,47.77
NSW,131,Macarthur,36657,LDP,Liberal Democrats,KORMAN,Scott,5,36906,ALP,Labor,FREELANDER,Mike,3,729,33.18
NSW,131,Macarthur,36657,LDP,Liberal Democrats,KORMAN,Scott,5,37169,LP,Liberal,PAUDEL,Binod,2,1468,66.82
NSW,131,Macarthur,37579,ON,Pauline Hanson's One Nation,ZAHRA,Adam,6,36906,ALP,Labor,FREELANDER,Mike,3,3645,41.07
NSW,131,Macarthur,37579,ON,Pauline Hanson's One Nation,ZAHRA,Adam,6,37169,LP,Liberal,PAUDEL,Binod,2,5231,58.93
NSW,132,Mackellar,0,NA,NA,First Preferences,NA,0,37164,LP,Liberal,FALINSKI,Jason,5,40993,52.08
NSW,132,Mackellar,0,NA,NA,First Preferences,NA,0,37450,IND,Independent,SCAMPS,Sophie,3,37724,47.92
NSW,132,Mackellar,36268,TNL,TNL,STEELE,Barry,1,37164,LP,Liberal,FALINSKI,Jason,5,115,20
NSW,132,Mackellar,36268,TNL,TNL,STEELE,Barry,1,37450,IND,Independent,SCAMPS,Sophie,3,460,80
NSW,132,Mackellar,37552,ON,Pauline Hanson's One Nation,DICKSON,Darren,2,37164,LP,Liberal,FALINSKI,Jason,5,1524,58.08
NSW,132,Mackellar,37552,ON,Pauline Hanson's One Nation,DICKSON,Darren,2,37450,IND,Independent,SCAMPS,Sophie,3,1100,41.92
NSW,132,Mackellar,36821,ALP,Labor,GOODMAN,Paula,4,37164,LP,Liberal,FALINSKI,Jason,5,1674,20.51
NSW,132,Mackellar,36821,ALP,Labor,GOODMAN,Paula,4,37450,IND,Independent,SCAMPS,Sophie,3,6488,79.49
NSW,132,Mackellar,36281,UAPP,United Australia Party,BALL,Christopher Thomas,6,37164,LP,Liberal,FALINSKI,Jason,5,1664,57.76
NSW,132,Mackellar,36281,UAPP,United Australia Party,BALL,Christopher Thomas,6,37450,IND,Independent,SCAMPS,Sophie,3,1217,42.24
NSW,132,Mackellar,36360,GRN,The Greens,HRNJAK,Ethan,7,37164,LP,Liberal,FALINSKI,Jason,5,1048,17.37
NSW,132,Mackellar,36360,GRN,The Greens,HRNJAK,Ethan,7,37450,IND,Independent,SCAMPS,Sophie,3,4984,82.63
NSW,133,Macquarie,0,NA,NA,First Preferences,NA,0,36819,ALP,Labor,TEMPLEMAN,Susan,2,41025,55.44
NSW,133,Macquarie,0,NA,NA,First Preferences,NA,0,37170,LP,Liberal,RICHARDS,Sarah,8,32980,44.56
NSW,133,Macquarie,37544,ON,Pauline Hanson's One Nation,PETTITT,Tony,1,36819,ALP,Labor,TEMPLEMAN,Susan,2,2186,44.12
NSW,133,Macquarie,37544,ON,Pauline Hanson's One Nation,PETTITT,Tony,1,37170,LP,Liberal,RICHARDS,Sarah,8,2769,55.88
NSW,133,Macquarie,36258,UAPP,United Australia Party,EVANS,Nicole,3,36819,ALP,Labor,TEMPLEMAN,Susan,2,1028,37.06
NSW,133,Macquarie,36258,UAPP,United Australia Party,EVANS,Nicole,3,37170,LP,Liberal,RICHARDS,Sarah,8,1746,62.94
NSW,133,Macquarie,36642,LDP,Liberal Democrats,JACKSON,James,4,36819,ALP,Labor,TEMPLEMAN,Susan,2,368,28.93
NSW,133,Macquarie,36642,LDP,Liberal Democrats,JACKSON,James,4,37170,LP,Liberal,RICHARDS,Sarah,8,904,71.07
NSW,133,Macquarie,36397,AJP,Animal Justice Party,KEIGHTLEY,Greg,5,36819,ALP,Labor,TEMPLEMAN,Susan,2,1510,75.01
NSW,133,Macquarie,36397,AJP,Animal Justice Party,KEIGHTLEY,Greg,5,37170,LP,Liberal,RICHARDS,Sarah,8,503,24.99
NSW,133,Macquarie,36333,GRN,The Greens,HICKEY,Tony,6,36819,ALP,Labor,TEMPLEMAN,Susan,2,8403,92.19
NSW,133,Macquarie,36333,GRN,The Greens,HICKEY,Tony,6,37170,LP,Liberal,RICHARDS,Sarah,8,712,7.81
NSW,133,Macquarie,36840,IMO,Informed Medical Options Party,PALMER,Michelle,7,36819,ALP,Labor,TEMPLEMAN,Susan,2,623,47.27
NSW,133,Macquarie,36840,IMO,Informed Medical Options Party,PALMER,Michelle,7,37170,LP,Liberal,RICHARDS,Sarah,8,695,52.73
NSW,315,McMahon,0,NA,NA,First Preferences,NA,0,36815,ALP,Labor,BOWEN,Chris,1,40657,62.88
NSW,315,McMahon,0,NA,NA,First Preferences,NA,0,37172,LP,Liberal,SINGHA,Vivek,4,24006,37.12
NSW,315,McMahon,36256,UAPP,United Australia Party,SALIBA,Marie,2,36815,ALP,Labor,BOWEN,Chris,1,3296,42.68
NSW,315,McMahon,36256,UAPP,United Australia Party,SALIBA,Marie,2,37172,LP,Liberal,SINGHA,Vivek,4,4427,57.32
NSW,315,McMahon,37557,ON,Pauline Hanson's One Nation,FORD,Scott,3,36815,ALP,Labor,BOWEN,Chris,1,1882,40.81
NSW,315,McMahon,37557,ON,Pauline Hanson's One Nation,FORD,Scott,3,37172,LP,Liberal,SINGHA,Vivek,4,2730,59.19
NSW,315,McMahon,36314,GRN,The Greens,O'NEILL,Astrid,5,36815,ALP,Labor,BOWEN,Chris,1,3988,81.02
NSW,315,McMahon,36314,GRN,The Greens,O'NEILL,Astrid,5,37172,LP,Liberal,SINGHA,Vivek,4,934,18.98
NSW,315,McMahon,36743,LDP,Liberal Democrats,SHAMSABAD,Cameron,6,36815,ALP,Labor,BOWEN,Chris,1,590,20.91
NSW,315,McMahon,36743,LDP,Liberal Democrats,SHAMSABAD,Cameron,6,37172,LP,Liberal,SINGHA,Vivek,4,2232,79.09
NSW,134,Mitchell,0,NA,NA,First Preferences,NA,0,36822,ALP,Labor,SELVARAJ,Immanuel,4,27597,32.65
NSW,134,Mitchell,0,NA,NA,First Preferences,NA,0,37174,LP,Liberal,HAWKE,Alex,6,56918,67.35
NSW,134,Mitchell,37595,LDP,Liberal Democrats,MEAD,Clinton,1,36822,ALP,Labor,SELVARAJ,Immanuel,4,1443,38.92
NSW,134,Mitchell,37595,LDP,Liberal Democrats,MEAD,Clinton,1,37174,LP,Liberal,HAWKE,Alex,6,2265,61.08
NSW,134,Mitchell,37208,UAPP,United Australia Party,DANIEL,Linda,2,36822,ALP,Labor,SELVARAJ,Immanuel,4,1841,47.01
NSW,134,Mitchell,37208,UAPP,United Australia Party,DANIEL,Linda,2,37174,LP,Liberal,HAWKE,Alex,6,2075,52.99
