CED_NAME21,Religion,Denomination,Sex,persons
Riverina,Christianity,Uniting Church,F,3589
Riverina,Christianity,Uniting Church,M,2996
Riverina,Hinduism,NA,F,465
Riverina,Hinduism,NA,M,548
Riverina,Islam,NA,F,617
Riverina,Islam,NA,M,681
Riverina,Judaism,NA,F,25
Riverina,Judaism,NA,M,14
Riverina,No religion,NA,F,21388
Riverina,No religion,NA,M,23811
Robertson,(Other),NA,F,4751
Robertson,(Other),NA,M,4780
Robertson,(Other),(Other),F,240
Robertson,(Other),(Other),M,152
Robertson,(Other),Australian Aboriginal Traditional,F,15
Robertson,(Other),Australian Aboriginal Traditional,M,33
Robertson,(Other),Other spiritual beliefs,F,234
Robertson,(Other),Other spiritual beliefs,M,128
Robertson,(Other),Secular beliefs,F,243
Robertson,(Other),Secular beliefs,M,284
Robertson,(Other),Sikhism,F,120
Robertson,(Other),Sikhism,M,142
Robertson,Buddhism,NA,F,1092
Robertson,Buddhism,NA,M,703
Robertson,Christianity,NA,F,2045
Robertson,Christianity,NA,M,1702
Robertson,Christianity,(Other),F,79
Robertson,Christianity,(Other),M,58
Robertson,Christianity,Anglican,F,13277
Robertson,Christianity,Anglican,M,10625
Robertson,Christianity,Assyrian Apostolic,F,3
Robertson,Christianity,Assyrian Apostolic,M,0
Robertson,Christianity,Baptist,F,1269
Robertson,Christianity,Baptist,M,1059
Robertson,Christianity,Brethren,F,50
Robertson,Christianity,Brethren,M,37
Robertson,Christianity,Catholic,F,16986
Robertson,Christianity,Catholic,M,14720
Robertson,Christianity,Churches Of Christ,F,103
Robertson,Christianity,Churches Of Christ,M,73
Robertson,Christianity,Eastern Orthodox,F,601
Robertson,Christianity,Eastern Orthodox,M,559
Robertson,Christianity,Jehovah's Witnesses,F,342
Robertson,Christianity,Jehovah's Witnesses,M,235
Robertson,Christianity,Latter Day Saints,F,143
Robertson,Christianity,Latter Day Saints,M,121
Robertson,Christianity,Lutheran,F,194
Robertson,Christianity,Lutheran,M,154
Robertson,Christianity,Oriental Orthodox,F,82
Robertson,Christianity,Oriental Orthodox,M,89
Robertson,Christianity,Pentecostal,F,819
Robertson,Christianity,Pentecostal,M,635
Robertson,Christianity,Presbyterian Reformed,F,1687
Robertson,Christianity,Presbyterian Reformed,M,1439
Robertson,Christianity,Protestant (Other),F,834
Robertson,Christianity,Protestant (Other),M,772
Robertson,Christianity,Salvation Army,F,142
Robertson,Christianity,Salvation Army,M,90
Robertson,Christianity,Seventh Day Adventist,F,318
Robertson,Christianity,Seventh Day Adventist,M,282
Robertson,Christianity,Uniting Church,F,2228
Robertson,Christianity,Uniting Church,M,1678
Robertson,Hinduism,NA,F,554
Robertson,Hinduism,NA,M,635
Robertson,Islam,NA,F,341
Robertson,Islam,NA,M,384
Robertson,Judaism,NA,F,155
Robertson,Judaism,NA,M,138
Robertson,No religion,NA,F,29427
Robertson,No religion,NA,M,31875
Shortland,(Other),NA,F,3942
Shortland,(Other),NA,M,4171
Shortland,(Other),(Other),F,247
Shortland,(Other),(Other),M,157
Shortland,(Other),Australian Aboriginal Traditional,F,17
Shortland,(Other),Australian Aboriginal Traditional,M,22
Shortland,(Other),Other spiritual beliefs,F,169
Shortland,(Other),Other spiritual beliefs,M,106
Shortland,(Other),Secular beliefs,F,167
Shortland,(Other),Secular beliefs,M,231
Shortland,(Other),Sikhism,F,62
Shortland,(Other),Sikhism,M,82
Shortland,Buddhism,NA,F,650
Shortland,Buddhism,NA,M,440
Shortland,Christianity,NA,F,1778
Shortland,Christianity,NA,M,1526
Shortland,Christianity,(Other),F,89
Shortland,Christianity,(Other),M,82
Shortland,Christianity,Anglican,F,13993
Shortland,Christianity,Anglican,M,11438
Shortland,Christianity,Assyrian Apostolic,F,0
Shortland,Christianity,Assyrian Apostolic,M,3
Shortland,Christianity,Baptist,F,1455
Shortland,Christianity,Baptist,M,1270
Shortland,Christianity,Brethren,F,21
Shortland,Christianity,Brethren,M,27
Shortland,Christianity,Catholic,F,15937
Shortland,Christianity,Catholic,M,13760
Shortland,Christianity,Churches Of Christ,F,37
Shortland,Christianity,Churches Of Christ,M,29
Shortland,Christianity,Eastern Orthodox,F,608
Shortland,Christianity,Eastern Orthodox,M,603
Shortland,Christianity,Jehovah's Witnesses,F,308
Shortland,Christianity,Jehovah's Witnesses,M,224
Shortland,Christianity,Latter Day Saints,F,161
Shortland,Christianity,Latter Day Saints,M,145
Shortland,Christianity,Lutheran,F,169
Shortland,Christianity,Lutheran,M,117
Shortland,Christianity,Oriental Orthodox,F,22
Shortland,Christianity,Oriental Orthodox,M,17
Shortland,Christianity,Pentecostal,F,1066
Shortland,Christianity,Pentecostal,M,957
Shortland,Christianity,Presbyterian Reformed,F,1919
Shortland,Christianity,Presbyterian Reformed,M,1566
Shortland,Christianity,Protestant (Other),F,374
Shortland,Christianity,Protestant (Other),M,342
Shortland,Christianity,Salvation Army,F,266
Shortland,Christianity,Salvation Army,M,167
Shortland,Christianity,Seventh Day Adventist,F,259
Shortland,Christianity,Seventh Day Adventist,M,215
Shortland,Christianity,Uniting Church,F,3385
Shortland,Christianity,Uniting Church,M,2350
Shortland,Hinduism,NA,F,302
Shortland,Hinduism,NA,M,339
Shortland,Islam,NA,F,224
Shortland,Islam,NA,M,246
Shortland,Judaism,NA,F,50
Shortland,Judaism,NA,M,42
Shortland,No religion,NA,F,30102
Shortland,No religion,NA,M,33473
Sydney,(Other),NA,F,7956
Sydney,(Other),NA,M,9993
Sydney,(Other),(Other),F,422
Sydney,(Other),(Other),M,418
Sydney,(Other),Australian Aboriginal Traditional,F,25
Sydney,(Other),Australian Aboriginal Traditional,M,26
Sydney,(Other),Other spiritual beliefs,F,330
Sydney,(Other),Other spiritual beliefs,M,265
Sydney,(Other),Secular beliefs,F,603
Sydney,(Other),Secular beliefs,M,824
Sydney,(Other),Sikhism,F,125
Sydney,(Other),Sikhism,M,129
Sydney,Buddhism,NA,F,7831
Sydney,Buddhism,NA,M,5842
Sydney,Christianity,NA,F,2066
Sydney,Christianity,NA,M,1732
Sydney,Christianity,(Other),F,47
Sydney,Christianity,(Other),M,64
Sydney,Christianity,Anglican,F,4710
Sydney,Christianity,Anglican,M,4833
Sydney,Christianity,Assyrian Apostolic,F,11
Sydney,Christianity,Assyrian Apostolic,M,14
Sydney,Christianity,Baptist,F,583
Sydney,Christianity,Baptist,M,566
Sydney,Christianity,Brethren,F,0
Sydney,Christianity,Brethren,M,0
Sydney,Christianity,Catholic,F,15148
Sydney,Christianity,Catholic,M,15278
Sydney,Christianity,Churches Of Christ,F,12
Sydney,Christianity,Churches Of Christ,M,13
Sydney,Christianity,Eastern Orthodox,F,2143
Sydney,Christianity,Eastern Orthodox,M,2028
Sydney,Christianity,Jehovah's Witnesses,F,80
Sydney,Christianity,Jehovah's Witnesses,M,54
Sydney,Christianity,Latter Day Saints,F,43
Sydney,Christianity,Latter Day Saints,M,54
Sydney,Christianity,Lutheran,F,175
Sydney,Christianity,Lutheran,M,161
Sydney,Christianity,Oriental Orthodox,F,100
Sydney,Christianity,Oriental Orthodox,M,99
Sydney,Christianity,Pentecostal,F,608
Sydney,Christianity,Pentecostal,M,439
Sydney,Christianity,Presbyterian Reformed,F,882
Sydney,Christianity,Presbyterian Reformed,M,893
Sydney,Christianity,Protestant (Other),F,318
Sydney,Christianity,Protestant (Other),M,319
Sydney,Christianity,Salvation Army,F,30
Sydney,Christianity,Salvation Army,M,35
Sydney,Christianity,Seventh Day Adventist,F,116
Sydney,Christianity,Seventh Day Adventist,M,107
Sydney,Christianity,Uniting Church,F,806
Sydney,Christianity,Uniting Church,M,800
Sydney,Hinduism,NA,F,1591
Sydney,Hinduism,NA,M,2065
Sydney,Islam,NA,F,1406
Sydney,Islam,NA,M,2006
Sydney,Judaism,NA,F,935
Sydney,Judaism,NA,M,1024
Sydney,No religion,NA,F,48211
Sydney,No religion,NA,M,56828
Warringah,(Other),NA,F,3841
Warringah,(Other),NA,M,3925
Warringah,(Other),(Other),F,267
Warringah,(Other),(Other),M,197
Warringah,(Other),Australian Aboriginal Traditional,F,0
Warringah,(Other),Australian Aboriginal Traditional,M,0
Warringah,(Other),Other spiritual beliefs,F,244
Warringah,(Other),Other spiritual beliefs,M,142
Warringah,(Other),Secular beliefs,F,240
Warringah,(Other),Secular beliefs,M,291
Warringah,(Other),Sikhism,F,108
Warringah,(Other),Sikhism,M,106
Warringah,Buddhism,NA,F,1294
Warringah,Buddhism,NA,M,837
Warringah,Christianity,NA,F,1333
Warringah,Christianity,NA,M,1027
Warringah,Christianity,(Other),F,44
Warringah,Christianity,(Other),M,35
Warringah,Christianity,Anglican,F,11354
Warringah,Christianity,Anglican,M,9762
Warringah,Christianity,Assyrian Apostolic,F,22
Warringah,Christianity,Assyrian Apostolic,M,14
Warringah,Christianity,Baptist,F,529
Warringah,Christianity,Baptist,M,459
Warringah,Christianity,Brethren,F,4
Warringah,Christianity,Brethren,M,0
Warringah,Christianity,Catholic,F,18464
Warringah,Christianity,Catholic,M,15877
Warringah,Christianity,Churches Of Christ,F,20
Warringah,Christianity,Churches Of Christ,M,24
Warringah,Christianity,Eastern Orthodox,F,1344
Warringah,Christianity,Eastern Orthodox,M,1131
Warringah,Christianity,Jehovah's Witnesses,F,157
Warringah,Christianity,Jehovah's Witnesses,M,145
Warringah,Christianity,Latter Day Saints,F,96
Warringah,Christianity,Latter Day Saints,M,75
Warringah,Christianity,Lutheran,F,242
Warringah,Christianity,Lutheran,M,187
Warringah,Christianity,Oriental Orthodox,F,197
Warringah,Christianity,Oriental Orthodox,M,195
Warringah,Christianity,Pentecostal,F,415
Warringah,Christianity,Pentecostal,M,314
Warringah,Christianity,Presbyterian Reformed,F,1294
Warringah,Christianity,Presbyterian Reformed,M,1106
Warringah,Christianity,Protestant (Other),F,274
Warringah,Christianity,Protestant (Other),M,254
Warringah,Christianity,Salvation Army,F,29
Warringah,Christianity,Salvation Army,M,17
Warringah,Christianity,Seventh Day Adventist,F,61
Warringah,Christianity,Seventh Day Adventist,M,33
Warringah,Christianity,Uniting Church,F,1441
Warringah,Christianity,Uniting Church,M,1071
Warringah,Hinduism,NA,F,602
Warringah,Hinduism,NA,M,696
Warringah,Islam,NA,F,393
Warringah,Islam,NA,M,421
Warringah,Judaism,NA,F,430
Warringah,Judaism,NA,M,365
Warringah,No religion,NA,F,33406
Warringah,No religion,NA,M,33965
Watson,(Other),NA,F,6975
Watson,(Other),NA,M,7582
Watson,(Other),(Other),F,279
Watson,(Other),(Other),M,253
Watson,(Other),Australian Aboriginal Traditional,F,4
Watson,(Other),Australian Aboriginal Traditional,M,4
Watson,(Other),Other spiritual beliefs,F,112
Watson,(Other),Other spiritual beliefs,M,84
Watson,(Other),Secular beliefs,F,114
Watson,(Other),Secular beliefs,M,182
Watson,(Other),Sikhism,F,159
Watson,(Other),Sikhism,M,188
Watson,Buddhism,NA,F,5037
Watson,Buddhism,NA,M,4073
Watson,Christianity,NA,F,2105
Watson,Christianity,NA,M,1907
Watson,Christianity,(Other),F,34
Watson,Christianity,(Other),M,35
Watson,Christianity,Anglican,F,2795
Watson,Christianity,Anglican,M,2314
Watson,Christianity,Assyrian Apostolic,F,13
Watson,Christianity,Assyrian Apostolic,M,10
Watson,Christianity,Baptist,F,748
Watson,Christianity,Baptist,M,716
Watson,Christianity,Brethren,F,0
Watson,Christianity,Brethren,M,5
Watson,Christianity,Catholic,F,21032
Watson,Christianity,Catholic,M,19396
Watson,Christianity,Churches Of Christ,F,52
Watson,Christianity,Churches Of Christ,M,52
Watson,Christianity,Eastern Orthodox,F,7106
Watson,Christianity,Eastern Orthodox,M,6845
Watson,Christianity,Jehovah's Witnesses,F,271
Watson,Christianity,Jehovah's Witnesses,M,200
Watson,Christianity,Latter Day Saints,F,84
Watson,Christianity,Latter Day Saints,M,96
Watson,Christianity,Lutheran,F,67
Watson,Christianity,Lutheran,M,53
Watson,Christianity,Oriental Orthodox,F,533
Watson,Christianity,Oriental Orthodox,M,517
Watson,Christianity,Pentecostal,F,600
Watson,Christianity,Pentecostal,M,507
Watson,Christianity,Presbyterian Reformed,F,1345
Watson,Christianity,Presbyterian Reformed,M,1092
Watson,Christianity,Protestant (Other),F,358
Watson,Christianity,Protestant (Other),M,317
Watson,Christianity,Salvation Army,F,72
Watson,Christianity,Salvation Army,M,53
Watson,Christianity,Seventh Day Adventist,F,136
Watson,Christianity,Seventh Day Adventist,M,100
Watson,Christianity,Uniting Church,F,900
Watson,Christianity,Uniting Church,M,754
Watson,Hinduism,NA,F,2971
Watson,Hinduism,NA,M,3455
Watson,Islam,NA,F,21157
Watson,Islam,NA,M,24728
Watson,Judaism,NA,F,60
Watson,Judaism,NA,M,55
Watson,No religion,NA,F,15223
Watson,No religion,NA,M,17259
Wentworth,(Other),NA,F,5731
Wentworth,(Other),NA,M,5410
Wentworth,(Other),(Other),F,192
Wentworth,(Other),(Other),M,157
Wentworth,(Other),Australian Aboriginal Traditional,F,4
Wentworth,(Other),Australian Aboriginal Traditional,M,3
Wentworth,(Other),Other spiritual beliefs,F,295
Wentworth,(Other),Other spiritual beliefs,M,133
Wentworth,(Other),Secular beliefs,F,272
Wentworth,(Other),Secular beliefs,M,341
Wentworth,(Other),Sikhism,F,37
Wentworth,(Other),Sikhism,M,32
Wentworth,Buddhism,NA,F,1183
Wentworth,Buddhism,NA,M,694
Wentworth,Christianity,NA,F,808
Wentworth,Christianity,NA,M,629
Wentworth,Christianity,(Other),F,33
Wentworth,Christianity,(Other),M,24
Wentworth,Christianity,Anglican,F,7320
Wentworth,Christianity,Anglican,M,6095
Wentworth,Christianity,Assyrian Apostolic,F,9
Wentworth,Christianity,Assyrian Apostolic,M,7
Wentworth,Christianity,Baptist,F,201
Wentworth,Christianity,Baptist,M,148
Wentworth,Christianity,Brethren,F,0
Wentworth,Christianity,Brethren,M,0
Wentworth,Christianity,Catholic,F,14998
Wentworth,Christianity,Catholic,M,12747
Wentworth,Christianity,Churches Of Christ,F,6
Wentworth,Christianity,Churches Of Christ,M,5
Wentworth,Christianity,Eastern Orthodox,F,2340
Wentworth,Christianity,Eastern Orthodox,M,1902
Wentworth,Christianity,Jehovah's Witnesses,F,74
Wentworth,Christianity,Jehovah's Witnesses,M,56
Wentworth,Christianity,Latter Day Saints,F,15
Wentworth,Christianity,Latter Day Saints,M,21
Wentworth,Christianity,Lutheran,F,160
Wentworth,Christianity,Lutheran,M,127
Wentworth,Christianity,Oriental Orthodox,F,63
Wentworth,Christianity,Oriental Orthodox,M,48
Wentworth,Christianity,Pentecostal,F,186
Wentworth,Christianity,Pentecostal,M,147
Wentworth,Christianity,Presbyterian Reformed,F,726
Wentworth,Christianity,Presbyterian Reformed,M,718
Wentworth,Christianity,Protestant (Other),F,153
Wentworth,Christianity,Protestant (Other),M,165
Wentworth,Christianity,Salvation Army,F,12
Wentworth,Christianity,Salvation Army,M,8
Wentworth,Christianity,Seventh Day Adventist,F,39
Wentworth,Christianity,Seventh Day Adventist,M,23
Wentworth,Christianity,Uniting Church,F,587
Wentworth,Christianity,Uniting Church,M,472
Wentworth,Hinduism,NA,F,388
Wentworth,Hinduism,NA,M,383
Wentworth,Islam,NA,F,340
Wentworth,Islam,NA,M,382
Wentworth,Judaism,NA,F,10236
Wentworth,Judaism,NA,M,9455
Wentworth,No religion,NA,F,29682
Wentworth,No religion,NA,M,29678
Werriwa,(Other),NA,F,6875
Werriwa,(Other),NA,M,6936
Werriwa,(Other),(Other),F,2164
Werriwa,(Other),(Other),M,2206
Werriwa,(Other),Australian Aboriginal Traditional,F,3
Werriwa,(Other),Australian Aboriginal Traditional,M,0
Werriwa,(Other),Other spiritual beliefs,F,88
Werriwa,(Other),Other spiritual beliefs,M,68
Werriwa,(Other),Secular beliefs,F,91
Werriwa,(Other),Secular beliefs,M,125
Werriwa,(Other),Sikhism,F,420
Werriwa,(Other),Sikhism,M,485
Werriwa,Buddhism,NA,F,7912
Werriwa,Buddhism,NA,M,6753
Werriwa,Christianity,NA,F,3919
Werriwa,Christianity,NA,M,3809
Werriwa,Christianity,(Other),F,83
Werriwa,Christianity,(Other),M,80
Werriwa,Christianity,Anglican,F,4906
Werriwa,Christianity,Anglican,M,4160
Werriwa,Christianity,Assyrian Apostolic,F,1501
Werriwa,Christianity,Assyrian Apostolic,M,1347
Werriwa,Christianity,Baptist,F,1256
Werriwa,Christianity,Baptist,M,1127
Werriwa,Christianity,Brethren,F,19
Werriwa,Christianity,Brethren,M,21
Werriwa,Christianity,Catholic,F,26547
Werriwa,Christianity,Catholic,M,25095
Werriwa,Christianity,Churches Of Christ,F,47
Werriwa,Christianity,Churches Of Christ,M,30
Werriwa,Christianity,Eastern Orthodox,F,4581
Werriwa,Christianity,Eastern Orthodox,M,4524
Werriwa,Christianity,Jehovah's Witnesses,F,588
Werriwa,Christianity,Jehovah's Witnesses,M,492
Werriwa,Christianity,Latter Day Saints,F,594
Werriwa,Christianity,Latter Day Saints,M,557
Werriwa,Christianity,Lutheran,F,69
Werriwa,Christianity,Lutheran,M,65
Werriwa,Christianity,Oriental Orthodox,F,962
Werriwa,Christianity,Oriental Orthodox,M,992
Werriwa,Christianity,Pentecostal,F,1347
Werriwa,Christianity,Pentecostal,M,1220
Werriwa,Christianity,Presbyterian Reformed,F,808
Werriwa,Christianity,Presbyterian Reformed,M,663
Werriwa,Christianity,Protestant (Other),F,484
Werriwa,Christianity,Protestant (Other),M,443
Werriwa,Christianity,Salvation Army,F,48
Werriwa,Christianity,Salvation Army,M,43
Werriwa,Christianity,Seventh Day Adventist,F,321
Werriwa,Christianity,Seventh Day Adventist,M,281
Werriwa,Christianity,Uniting Church,F,683
Werriwa,Christianity,Uniting Church,M,608
Werriwa,Hinduism,NA,F,6341
Werriwa,Hinduism,NA,M,6349
Werriwa,Islam,NA,F,15766
Werriwa,Islam,NA,M,16045
Werriwa,Judaism,NA,F,20
Werriwa,Judaism,NA,M,16
Werriwa,No religion,NA,F,12083
Werriwa,No religion,NA,M,14097
Whitlam,(Other),NA,F,4983
Whitlam,(Other),NA,M,5256
Whitlam,(Other),(Other),F,303
Whitlam,(Other),(Other),M,184
Whitlam,(Other),Australian Aboriginal Traditional,F,16
Whitlam,(Other),Australian Aboriginal Traditional,M,20
Whitlam,(Other),Other spiritual beliefs,F,153
Whitlam,(Other),Other spiritual beliefs,M,95
Whitlam,(Other),Secular beliefs,F,215
Whitlam,(Other),Secular beliefs,M,242
Whitlam,(Other),Sikhism,F,97
Whitlam,(Other),Sikhism,M,95
Whitlam,Buddhism,NA,F,832
Whitlam,Buddhism,NA,M,466
Whitlam,Christianity,NA,F,2472
Whitlam,Christianity,NA,M,2193
Whitlam,Christianity,(Other),F,68
Whitlam,Christianity,(Other),M,42
Whitlam,Christianity,Anglican,F,15408
Whitlam,Christianity,Anglican,M,12498
Whitlam,Christianity,Assyrian Apostolic,F,5
Whitlam,Christianity,Assyrian Apostolic,M,5
Whitlam,Christianity,Baptist,F,718
Whitlam,Christianity,Baptist,M,625
Whitlam,Christianity,Brethren,F,91
Whitlam,Christianity,Brethren,M,102
Whitlam,Christianity,Catholic,F,20952
Whitlam,Christianity,Catholic,M,18596
Whitlam,Christianity,Churches Of Christ,F,91
Whitlam,Christianity,Churches Of Christ,M,71
Whitlam,Christianity,Eastern Orthodox,F,2526
Whitlam,Christianity,Eastern Orthodox,M,2587
Whitlam,Christianity,Jehovah's Witnesses,F,454
Whitlam,Christianity,Jehovah's Witnesses,M,379
Whitlam,Christianity,Latter Day Saints,F,129
Whitlam,Christianity,Latter Day Saints,M,104
Whitlam,Christianity,Lutheran,F,321
Whitlam,Christianity,Lutheran,M,259
Whitlam,Christianity,Oriental Orthodox,F,84
Whitlam,Christianity,Oriental Orthodox,M,94
Whitlam,Christianity,Pentecostal,F,717
Whitlam,Christianity,Pentecostal,M,646
Whitlam,Christianity,Presbyterian Reformed,F,1738
Whitlam,Christianity,Presbyterian Reformed,M,1382
Whitlam,Christianity,Protestant (Other),F,240
Whitlam,Christianity,Protestant (Other),M,197
Whitlam,Christianity,Salvation Army,F,186
Whitlam,Christianity,Salvation Army,M,122
Whitlam,Christianity,Seventh Day Adventist,F,128
Whitlam,Christianity,Seventh Day Adventist,M,83
Whitlam,Christianity,Uniting Church,F,2482
Whitlam,Christianity,Uniting Church,M,1817
Whitlam,Hinduism,NA,F,540
Whitlam,Hinduism,NA,M,574
Whitlam,Islam,NA,F,1365
Whitlam,Islam,NA,M,1374
Whitlam,Judaism,NA,F,82
Whitlam,Judaism,NA,M,92
Whitlam,No religion,NA,F,29136
Whitlam,No religion,NA,M,31847
No usual address (NSW),(Other),NA,F,1655
No usual address (NSW),(Other),NA,M,2454
No usual address (NSW),(Other),(Other),F,34
No usual address (NSW),(Other),(Other),M,25
No usual address (NSW),(Other),Australian Aboriginal Traditional,F,5
No usual address (NSW),(Other),Australian Aboriginal Traditional,M,3
No usual address (NSW),(Other),Other spiritual beliefs,F,22
No usual address (NSW),(Other),Other spiritual beliefs,M,13
No usual address (NSW),(Other),Secular beliefs,F,19
No usual address (NSW),(Other),Secular beliefs,M,23
No usual address (NSW),(Other),Sikhism,F,4
No usual address (NSW),(Other),Sikhism,M,3
No usual address (NSW),Buddhism,NA,F,71
No usual address (NSW),Buddhism,NA,M,61
No usual address (NSW),Christianity,NA,F,116
No usual address (NSW),Christianity,NA,M,107
No usual address (NSW),Christianity,(Other),F,0
No usual address (NSW),Christianity,(Other),M,3
No usual address (NSW),Christianity,Anglican,F,411
No usual address (NSW),Christianity,Anglican,M,488
No usual address (NSW),Christianity,Assyrian Apostolic,F,0
No usual address (NSW),Christianity,Assyrian Apostolic,M,0
No usual address (NSW),Christianity,Baptist,F,41
No usual address (NSW),Christianity,Baptist,M,51
No usual address (NSW),Christianity,Brethren,F,0
No usual address (NSW),Christianity,Brethren,M,0
No usual address (NSW),Christianity,Catholic,F,555
No usual address (NSW),Christianity,Catholic,M,658
No usual address (NSW),Christianity,Churches Of Christ,F,4
No usual address (NSW),Christianity,Churches Of Christ,M,3
No usual address (NSW),Christianity,Eastern Orthodox,F,49
No usual address (NSW),Christianity,Eastern Orthodox,M,52
No usual address (NSW),Christianity,Jehovah's Witnesses,F,21
No usual address (NSW),Christianity,Jehovah's Witnesses,M,11
No usual address (NSW),Christianity,Latter Day Saints,F,7
No usual address (NSW),Christianity,Latter Day Saints,M,4
No usual address (NSW),Christianity,Lutheran,F,13
No usual address (NSW),Christianity,Lutheran,M,15
No usual address (NSW),Christianity,Oriental Orthodox,F,6
No usual address (NSW),Christianity,Oriental Orthodox,M,4
No usual address (NSW),Christianity,Pentecostal,F,38
No usual address (NSW),Christianity,Pentecostal,M,39
No usual address (NSW),Christianity,Presbyterian Reformed,F,67
No usual address (NSW),Christianity,Presbyterian Reformed,M,67
No usual address (NSW),Christianity,Protestant (Other),F,4
No usual address (NSW),Christianity,Protestant (Other),M,11
No usual address (NSW),Christianity,Salvation Army,F,18
No usual address (NSW),Christianity,Salvation Army,M,6
No usual address (NSW),Christianity,Seventh Day Adventist,F,16
No usual address (NSW),Christianity,Seventh Day Adventist,M,11
No usual address (NSW),Christianity,Uniting Church,F,88
No usual address (NSW),Christianity,Uniting Church,M,89
No usual address (NSW),Hinduism,NA,F,24
No usual address (NSW),Hinduism,NA,M,41
No usual address (NSW),Islam,NA,F,68
No usual address (NSW),Islam,NA,M,98
No usual address (NSW),Judaism,NA,F,8
No usual address (NSW),Judaism,NA,M,10
No usual address (NSW),No religion,NA,F,1648
No usual address (NSW),No religion,NA,M,2014
Migratory - Offshore - Shipping (NSW),(Other),NA,F,0
Migratory - Offshore - Shipping (NSW),(Other),NA,M,0
Migratory - Offshore - Shipping (NSW),(Other),(Other),F,0
Migratory - Offshore - Shipping (NSW),(Other),(Other),M,0
Migratory - Offshore - Shipping (NSW),(Other),Australian Aboriginal Traditional,F,0
Migratory - Offshore - Shipping (NSW),(Other),Australian Aboriginal Traditional,M,0
Migratory - Offshore - Shipping (NSW),(Other),Other spiritual beliefs,F,0
Migratory - Offshore - Shipping (NSW),(Other),Other spiritual beliefs,M,0
Migratory - Offshore - Shipping (NSW),(Other),Secular beliefs,F,0
Migratory - Offshore - Shipping (NSW),(Other),Secular beliefs,M,0
Migratory - Offshore - Shipping (NSW),(Other),Sikhism,F,0
Migratory - Offshore - Shipping (NSW),(Other),Sikhism,M,0
Migratory - Offshore - Shipping (NSW),Buddhism,NA,F,0
Migratory - Offshore - Shipping (NSW),Buddhism,NA,M,0
Migratory - Offshore - Shipping (NSW),Christianity,NA,F,0
Migratory - Offshore - Shipping (NSW),Christianity,NA,M,0
Migratory - Offshore - Shipping (NSW),Christianity,(Other),F,0
Migratory - Offshore - Shipping (NSW),Christianity,(Other),M,0
Migratory - Offshore - Shipping (NSW),Christianity,Anglican,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Anglican,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Assyrian Apostolic,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Assyrian Apostolic,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Baptist,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Baptist,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Brethren,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Brethren,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Catholic,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Catholic,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Churches Of Christ,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Churches Of Christ,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Eastern Orthodox,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Eastern Orthodox,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Jehovah's Witnesses,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Jehovah's Witnesses,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Latter Day Saints,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Latter Day Saints,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Lutheran,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Lutheran,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Oriental Orthodox,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Oriental Orthodox,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Pentecostal,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Pentecostal,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Presbyterian Reformed,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Presbyterian Reformed,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Protestant (Other),F,0
Migratory - Offshore - Shipping (NSW),Christianity,Protestant (Other),M,0
Migratory - Offshore - Shipping (NSW),Christianity,Salvation Army,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Salvation Army,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Seventh Day Adventist,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Seventh Day Adventist,M,0
Migratory - Offshore - Shipping (NSW),Christianity,Uniting Church,F,0
Migratory - Offshore - Shipping (NSW),Christianity,Uniting Church,M,0
Migratory - Offshore - Shipping (NSW),Hinduism,NA,F,0
Migratory - Offshore - Shipping (NSW),Hinduism,NA,M,0
Migratory - Offshore - Shipping (NSW),Islam,NA,F,0
Migratory - Offshore - Shipping (NSW),Islam,NA,M,0
Migratory - Offshore - Shipping (NSW),Judaism,NA,F,0
Migratory - Offshore - Shipping (NSW),Judaism,NA,M,0
Migratory - Offshore - Shipping (NSW),No religion,NA,F,0
Migratory - Offshore - Shipping (NSW),No religion,NA,M,0
Aston,(Other),NA,F,3976
Aston,(Other),NA,M,4041
