CED_NAME21,Religion,Denomination,Sex,persons
Tangney,(Other),Secular beliefs,F,185
Tangney,(Other),Secular beliefs,M,247
Tangney,(Other),Sikhism,F,1014
Tangney,(Other),Sikhism,M,1129
Tangney,Buddhism,NA,F,4589
Tangney,Buddhism,NA,M,3563
Tangney,Christianity,NA,F,3864
Tangney,Christianity,NA,M,3247
Tangney,Christianity,(Other),F,104
Tangney,Christianity,(Other),M,92
Tangney,Christianity,Anglican,F,9499
Tangney,Christianity,Anglican,M,7503
Tangney,Christianity,Assyrian Apostolic,F,4
Tangney,Christianity,Assyrian Apostolic,M,0
Tangney,Christianity,Baptist,F,1944
Tangney,Christianity,Baptist,M,1666
Tangney,Christianity,Brethren,F,205
Tangney,Christianity,Brethren,M,202
Tangney,Christianity,Catholic,F,20054
Tangney,Christianity,Catholic,M,17249
Tangney,Christianity,Churches Of Christ,F,249
Tangney,Christianity,Churches Of Christ,M,182
Tangney,Christianity,Eastern Orthodox,F,613
Tangney,Christianity,Eastern Orthodox,M,546
Tangney,Christianity,Jehovah's Witnesses,F,244
Tangney,Christianity,Jehovah's Witnesses,M,175
Tangney,Christianity,Latter Day Saints,F,108
Tangney,Christianity,Latter Day Saints,M,101
Tangney,Christianity,Lutheran,F,217
Tangney,Christianity,Lutheran,M,183
Tangney,Christianity,Oriental Orthodox,F,141
Tangney,Christianity,Oriental Orthodox,M,140
Tangney,Christianity,Pentecostal,F,1416
Tangney,Christianity,Pentecostal,M,1205
Tangney,Christianity,Presbyterian Reformed,F,2062
Tangney,Christianity,Presbyterian Reformed,M,1853
Tangney,Christianity,Protestant (Other),F,747
Tangney,Christianity,Protestant (Other),M,683
Tangney,Christianity,Salvation Army,F,85
Tangney,Christianity,Salvation Army,M,38
Tangney,Christianity,Seventh Day Adventist,F,228
Tangney,Christianity,Seventh Day Adventist,M,163
Tangney,Christianity,Uniting Church,F,2255
Tangney,Christianity,Uniting Church,M,1651
Tangney,Hinduism,NA,F,3545
Tangney,Hinduism,NA,M,3632
Tangney,Islam,NA,F,3044
Tangney,Islam,NA,M,3127
Tangney,Judaism,NA,F,63
Tangney,Judaism,NA,M,61
Tangney,No religion,NA,F,32707
Tangney,No religion,NA,M,35168
No usual address (WA),(Other),NA,F,1361
No usual address (WA),(Other),NA,M,2311
No usual address (WA),(Other),(Other),F,18
No usual address (WA),(Other),(Other),M,16
No usual address (WA),(Other),Australian Aboriginal Traditional,F,4
No usual address (WA),(Other),Australian Aboriginal Traditional,M,0
No usual address (WA),(Other),Other spiritual beliefs,F,9
No usual address (WA),(Other),Other spiritual beliefs,M,9
No usual address (WA),(Other),Secular beliefs,F,11
No usual address (WA),(Other),Secular beliefs,M,21
No usual address (WA),(Other),Sikhism,F,5
No usual address (WA),(Other),Sikhism,M,0
No usual address (WA),Buddhism,NA,F,16
No usual address (WA),Buddhism,NA,M,27
No usual address (WA),Christianity,NA,F,89
No usual address (WA),Christianity,NA,M,88
No usual address (WA),Christianity,(Other),F,0
No usual address (WA),Christianity,(Other),M,3
No usual address (WA),Christianity,Anglican,F,179
No usual address (WA),Christianity,Anglican,M,212
No usual address (WA),Christianity,Assyrian Apostolic,F,0
No usual address (WA),Christianity,Assyrian Apostolic,M,0
No usual address (WA),Christianity,Baptist,F,26
No usual address (WA),Christianity,Baptist,M,25
No usual address (WA),Christianity,Brethren,F,0
No usual address (WA),Christianity,Brethren,M,0
No usual address (WA),Christianity,Catholic,F,315
No usual address (WA),Christianity,Catholic,M,306
No usual address (WA),Christianity,Churches Of Christ,F,5
No usual address (WA),Christianity,Churches Of Christ,M,0
No usual address (WA),Christianity,Eastern Orthodox,F,4
No usual address (WA),Christianity,Eastern Orthodox,M,3
No usual address (WA),Christianity,Jehovah's Witnesses,F,7
No usual address (WA),Christianity,Jehovah's Witnesses,M,3
No usual address (WA),Christianity,Latter Day Saints,F,9
No usual address (WA),Christianity,Latter Day Saints,M,8
No usual address (WA),Christianity,Lutheran,F,10
No usual address (WA),Christianity,Lutheran,M,8
No usual address (WA),Christianity,Oriental Orthodox,F,0
No usual address (WA),Christianity,Oriental Orthodox,M,0
No usual address (WA),Christianity,Pentecostal,F,21
No usual address (WA),Christianity,Pentecostal,M,21
No usual address (WA),Christianity,Presbyterian Reformed,F,28
No usual address (WA),Christianity,Presbyterian Reformed,M,30
No usual address (WA),Christianity,Protestant (Other),F,10
No usual address (WA),Christianity,Protestant (Other),M,17
No usual address (WA),Christianity,Salvation Army,F,5
No usual address (WA),Christianity,Salvation Army,M,6
No usual address (WA),Christianity,Seventh Day Adventist,F,9
No usual address (WA),Christianity,Seventh Day Adventist,M,6
No usual address (WA),Christianity,Uniting Church,F,49
No usual address (WA),Christianity,Uniting Church,M,37
No usual address (WA),Hinduism,NA,F,8
No usual address (WA),Hinduism,NA,M,17
No usual address (WA),Islam,NA,F,27
No usual address (WA),Islam,NA,M,33
No usual address (WA),Judaism,NA,F,7
No usual address (WA),Judaism,NA,M,10
No usual address (WA),No religion,NA,F,1177
No usual address (WA),No religion,NA,M,1412
Migratory - Offshore - Shipping (WA),(Other),NA,F,23
Migratory - Offshore - Shipping (WA),(Other),NA,M,196
Migratory - Offshore - Shipping (WA),(Other),(Other),F,0
Migratory - Offshore - Shipping (WA),(Other),(Other),M,0
Migratory - Offshore - Shipping (WA),(Other),Australian Aboriginal Traditional,F,0
Migratory - Offshore - Shipping (WA),(Other),Australian Aboriginal Traditional,M,0
Migratory - Offshore - Shipping (WA),(Other),Other spiritual beliefs,F,0
Migratory - Offshore - Shipping (WA),(Other),Other spiritual beliefs,M,0
Migratory - Offshore - Shipping (WA),(Other),Secular beliefs,F,0
Migratory - Offshore - Shipping (WA),(Other),Secular beliefs,M,0
Migratory - Offshore - Shipping (WA),(Other),Sikhism,F,0
Migratory - Offshore - Shipping (WA),(Other),Sikhism,M,0
Migratory - Offshore - Shipping (WA),Buddhism,NA,F,3
Migratory - Offshore - Shipping (WA),Buddhism,NA,M,5
Migratory - Offshore - Shipping (WA),Christianity,NA,F,0
Migratory - Offshore - Shipping (WA),Christianity,NA,M,6
Migratory - Offshore - Shipping (WA),Christianity,(Other),F,0
Migratory - Offshore - Shipping (WA),Christianity,(Other),M,0
Migratory - Offshore - Shipping (WA),Christianity,Anglican,F,3
Migratory - Offshore - Shipping (WA),Christianity,Anglican,M,16
Migratory - Offshore - Shipping (WA),Christianity,Assyrian Apostolic,F,0
Migratory - Offshore - Shipping (WA),Christianity,Assyrian Apostolic,M,0
Migratory - Offshore - Shipping (WA),Christianity,Baptist,F,0
Migratory - Offshore - Shipping (WA),Christianity,Baptist,M,8
Migratory - Offshore - Shipping (WA),Christianity,Brethren,F,0
Migratory - Offshore - Shipping (WA),Christianity,Brethren,M,0
Migratory - Offshore - Shipping (WA),Christianity,Catholic,F,11
Migratory - Offshore - Shipping (WA),Christianity,Catholic,M,70
Migratory - Offshore - Shipping (WA),Christianity,Churches Of Christ,F,0
Migratory - Offshore - Shipping (WA),Christianity,Churches Of Christ,M,0
Migratory - Offshore - Shipping (WA),Christianity,Eastern Orthodox,F,0
Migratory - Offshore - Shipping (WA),Christianity,Eastern Orthodox,M,4
Migratory - Offshore - Shipping (WA),Christianity,Jehovah's Witnesses,F,0
Migratory - Offshore - Shipping (WA),Christianity,Jehovah's Witnesses,M,0
Migratory - Offshore - Shipping (WA),Christianity,Latter Day Saints,F,0
Migratory - Offshore - Shipping (WA),Christianity,Latter Day Saints,M,0
Migratory - Offshore - Shipping (WA),Christianity,Lutheran,F,0
Migratory - Offshore - Shipping (WA),Christianity,Lutheran,M,0
Migratory - Offshore - Shipping (WA),Christianity,Oriental Orthodox,F,0
Migratory - Offshore - Shipping (WA),Christianity,Oriental Orthodox,M,0
Migratory - Offshore - Shipping (WA),Christianity,Pentecostal,F,0
Migratory - Offshore - Shipping (WA),Christianity,Pentecostal,M,0
Migratory - Offshore - Shipping (WA),Christianity,Presbyterian Reformed,F,0
Migratory - Offshore - Shipping (WA),Christianity,Presbyterian Reformed,M,0
Migratory - Offshore - Shipping (WA),Christianity,Protestant (Other),F,0
Migratory - Offshore - Shipping (WA),Christianity,Protestant (Other),M,0
Migratory - Offshore - Shipping (WA),Christianity,Salvation Army,F,0
Migratory - Offshore - Shipping (WA),Christianity,Salvation Army,M,0
Migratory - Offshore - Shipping (WA),Christianity,Seventh Day Adventist,F,0
Migratory - Offshore - Shipping (WA),Christianity,Seventh Day Adventist,M,0
Migratory - Offshore - Shipping (WA),Christianity,Uniting Church,F,0
Migratory - Offshore - Shipping (WA),Christianity,Uniting Church,M,0
Migratory - Offshore - Shipping (WA),Hinduism,NA,F,0
Migratory - Offshore - Shipping (WA),Hinduism,NA,M,4
Migratory - Offshore - Shipping (WA),Islam,NA,F,0
Migratory - Offshore - Shipping (WA),Islam,NA,M,11
Migratory - Offshore - Shipping (WA),Judaism,NA,F,0
Migratory - Offshore - Shipping (WA),Judaism,NA,M,0
Migratory - Offshore - Shipping (WA),No religion,NA,F,21
Migratory - Offshore - Shipping (WA),No religion,NA,M,123
Bass,(Other),NA,F,3631
Bass,(Other),NA,M,4007
Bass,(Other),(Other),F,328
Bass,(Other),(Other),M,251
Bass,(Other),Australian Aboriginal Traditional,F,5
Bass,(Other),Australian Aboriginal Traditional,M,0
Bass,(Other),Other spiritual beliefs,F,120
Bass,(Other),Other spiritual beliefs,M,84
Bass,(Other),Secular beliefs,F,149
Bass,(Other),Secular beliefs,M,192
Bass,(Other),Sikhism,F,179
Bass,(Other),Sikhism,M,253
Bass,Buddhism,NA,F,651
Bass,Buddhism,NA,M,550
Bass,Christianity,NA,F,1810
Bass,Christianity,NA,M,1554
Bass,Christianity,(Other),F,76
Bass,Christianity,(Other),M,81
Bass,Christianity,Anglican,F,8766
Bass,Christianity,Anglican,M,7020
Bass,Christianity,Assyrian Apostolic,F,0
Bass,Christianity,Assyrian Apostolic,M,0
Bass,Christianity,Baptist,F,799
Bass,Christianity,Baptist,M,731
Bass,Christianity,Brethren,F,142
Bass,Christianity,Brethren,M,128
Bass,Christianity,Catholic,F,6606
Bass,Christianity,Catholic,M,5675
Bass,Christianity,Churches Of Christ,F,93
Bass,Christianity,Churches Of Christ,M,85
Bass,Christianity,Eastern Orthodox,F,142
Bass,Christianity,Eastern Orthodox,M,133
Bass,Christianity,Jehovah's Witnesses,F,304
Bass,Christianity,Jehovah's Witnesses,M,228
Bass,Christianity,Latter Day Saints,F,112
Bass,Christianity,Latter Day Saints,M,94
Bass,Christianity,Lutheran,F,126
Bass,Christianity,Lutheran,M,92
Bass,Christianity,Oriental Orthodox,F,31
Bass,Christianity,Oriental Orthodox,M,33
Bass,Christianity,Pentecostal,F,607
Bass,Christianity,Pentecostal,M,497
Bass,Christianity,Presbyterian Reformed,F,1281
Bass,Christianity,Presbyterian Reformed,M,1194
Bass,Christianity,Protestant (Other),F,342
Bass,Christianity,Protestant (Other),M,300
Bass,Christianity,Salvation Army,F,168
Bass,Christianity,Salvation Army,M,123
Bass,Christianity,Seventh Day Adventist,F,96
Bass,Christianity,Seventh Day Adventist,M,92
Bass,Christianity,Uniting Church,F,1887
Bass,Christianity,Uniting Church,M,1234
Bass,Hinduism,NA,F,933
Bass,Hinduism,NA,M,1121
Bass,Islam,NA,F,515
Bass,Islam,NA,M,692
Bass,Judaism,NA,F,46
Bass,Judaism,NA,M,35
Bass,No religion,NA,F,26105
Bass,No religion,NA,M,27477
Braddon,(Other),NA,F,4095
Braddon,(Other),NA,M,4385
Braddon,(Other),(Other),F,219
Braddon,(Other),(Other),M,124
Braddon,(Other),Australian Aboriginal Traditional,F,17
Braddon,(Other),Australian Aboriginal Traditional,M,6
Braddon,(Other),Other spiritual beliefs,F,97
Braddon,(Other),Other spiritual beliefs,M,68
Braddon,(Other),Secular beliefs,F,101
Braddon,(Other),Secular beliefs,M,156
Braddon,(Other),Sikhism,F,65
Braddon,(Other),Sikhism,M,107
Braddon,Buddhism,NA,F,432
Braddon,Buddhism,NA,M,271
Braddon,Christianity,NA,F,1826
Braddon,Christianity,NA,M,1561
Braddon,Christianity,(Other),F,40
Braddon,Christianity,(Other),M,11
Braddon,Christianity,Anglican,F,7662
Braddon,Christianity,Anglican,M,6178
Braddon,Christianity,Assyrian Apostolic,F,0
Braddon,Christianity,Assyrian Apostolic,M,0
Braddon,Christianity,Baptist,F,1198
Braddon,Christianity,Baptist,M,1070
Braddon,Christianity,Brethren,F,270
Braddon,Christianity,Brethren,M,235
Braddon,Christianity,Catholic,F,7130
Braddon,Christianity,Catholic,M,5774
Braddon,Christianity,Churches Of Christ,F,129
Braddon,Christianity,Churches Of Christ,M,88
Braddon,Christianity,Eastern Orthodox,F,81
Braddon,Christianity,Eastern Orthodox,M,76
Braddon,Christianity,Jehovah's Witnesses,F,283
Braddon,Christianity,Jehovah's Witnesses,M,206
Braddon,Christianity,Latter Day Saints,F,154
Braddon,Christianity,Latter Day Saints,M,132
Braddon,Christianity,Lutheran,F,133
Braddon,Christianity,Lutheran,M,93
Braddon,Christianity,Oriental Orthodox,F,3
Braddon,Christianity,Oriental Orthodox,M,4
Braddon,Christianity,Pentecostal,F,751
Braddon,Christianity,Pentecostal,M,638
Braddon,Christianity,Presbyterian Reformed,F,842
Braddon,Christianity,Presbyterian Reformed,M,715
Braddon,Christianity,Protestant (Other),F,313
Braddon,Christianity,Protestant (Other),M,263
Braddon,Christianity,Salvation Army,F,170
Braddon,Christianity,Salvation Army,M,98
Braddon,Christianity,Seventh Day Adventist,F,200
Braddon,Christianity,Seventh Day Adventist,M,159
Braddon,Christianity,Uniting Church,F,2509
Braddon,Christianity,Uniting Church,M,1801
Braddon,Hinduism,NA,F,315
Braddon,Hinduism,NA,M,397
Braddon,Islam,NA,F,165
Braddon,Islam,NA,M,307
Braddon,Judaism,NA,F,27
Braddon,Judaism,NA,M,27
Braddon,No religion,NA,F,26923
Braddon,No religion,NA,M,28458
Clark,(Other),NA,F,3343
Clark,(Other),NA,M,3433
Clark,(Other),(Other),F,263
Clark,(Other),(Other),M,219
Clark,(Other),Australian Aboriginal Traditional,F,4
Clark,(Other),Australian Aboriginal Traditional,M,6
Clark,(Other),Other spiritual beliefs,F,132
Clark,(Other),Other spiritual beliefs,M,70
Clark,(Other),Secular beliefs,F,206
Clark,(Other),Secular beliefs,M,278
Clark,(Other),Sikhism,F,468
Clark,(Other),Sikhism,M,608
Clark,Buddhism,NA,F,1153
Clark,Buddhism,NA,M,914
Clark,Christianity,NA,F,1079
Clark,Christianity,NA,M,877
Clark,Christianity,(Other),F,110
Clark,Christianity,(Other),M,86
Clark,Christianity,Anglican,F,7413
Clark,Christianity,Anglican,M,5792
Clark,Christianity,Assyrian Apostolic,F,0
Clark,Christianity,Assyrian Apostolic,M,0
Clark,Christianity,Baptist,F,417
Clark,Christianity,Baptist,M,362
Clark,Christianity,Brethren,F,86
Clark,Christianity,Brethren,M,89
Clark,Christianity,Catholic,F,8367
Clark,Christianity,Catholic,M,6859
Clark,Christianity,Churches Of Christ,F,48
Clark,Christianity,Churches Of Christ,M,34
Clark,Christianity,Eastern Orthodox,F,595
Clark,Christianity,Eastern Orthodox,M,595
Clark,Christianity,Jehovah's Witnesses,F,116
Clark,Christianity,Jehovah's Witnesses,M,101
Clark,Christianity,Latter Day Saints,F,99
Clark,Christianity,Latter Day Saints,M,83
Clark,Christianity,Lutheran,F,125
Clark,Christianity,Lutheran,M,90
Clark,Christianity,Oriental Orthodox,F,95
Clark,Christianity,Oriental Orthodox,M,90
Clark,Christianity,Pentecostal,F,367
Clark,Christianity,Pentecostal,M,264
Clark,Christianity,Presbyterian Reformed,F,625
Clark,Christianity,Presbyterian Reformed,M,478
Clark,Christianity,Protestant (Other),F,157
Clark,Christianity,Protestant (Other),M,147
Clark,Christianity,Salvation Army,F,96
Clark,Christianity,Salvation Army,M,60
Clark,Christianity,Seventh Day Adventist,F,95
Clark,Christianity,Seventh Day Adventist,M,65
Clark,Christianity,Uniting Church,F,1082
Clark,Christianity,Uniting Church,M,659
Clark,Hinduism,NA,F,2232
Clark,Hinduism,NA,M,2739
Clark,Islam,NA,F,957
Clark,Islam,NA,M,1322
Clark,Judaism,NA,F,59
Clark,Judaism,NA,M,62
Clark,No religion,NA,F,27283
Clark,No religion,NA,M,28316
Franklin,(Other),NA,F,3290
Franklin,(Other),NA,M,3900
Franklin,(Other),(Other),F,234
Franklin,(Other),(Other),M,140
Franklin,(Other),Australian Aboriginal Traditional,F,0
Franklin,(Other),Australian Aboriginal Traditional,M,4
Franklin,(Other),Other spiritual beliefs,F,134
Franklin,(Other),Other spiritual beliefs,M,79
Franklin,(Other),Secular beliefs,F,155
Franklin,(Other),Secular beliefs,M,186
Franklin,(Other),Sikhism,F,150
Franklin,(Other),Sikhism,M,240
Franklin,Buddhism,NA,F,610
Franklin,Buddhism,NA,M,432
Franklin,Christianity,NA,F,1547
Franklin,Christianity,NA,M,1358
Franklin,Christianity,(Other),F,75
Franklin,Christianity,(Other),M,47
Franklin,Christianity,Anglican,F,9206
Franklin,Christianity,Anglican,M,7152
Franklin,Christianity,Assyrian Apostolic,F,0
Franklin,Christianity,Assyrian Apostolic,M,0
Franklin,Christianity,Baptist,F,374
Franklin,Christianity,Baptist,M,344
Franklin,Christianity,Brethren,F,25
Franklin,Christianity,Brethren,M,23
Franklin,Christianity,Catholic,F,8537
Franklin,Christianity,Catholic,M,7061
Franklin,Christianity,Churches Of Christ,F,77
Franklin,Christianity,Churches Of Christ,M,55
Franklin,Christianity,Eastern Orthodox,F,300
Franklin,Christianity,Eastern Orthodox,M,265
Franklin,Christianity,Jehovah's Witnesses,F,205
Franklin,Christianity,Jehovah's Witnesses,M,138
Franklin,Christianity,Latter Day Saints,F,196
Franklin,Christianity,Latter Day Saints,M,187
Franklin,Christianity,Lutheran,F,132
Franklin,Christianity,Lutheran,M,107
Franklin,Christianity,Oriental Orthodox,F,11
Franklin,Christianity,Oriental Orthodox,M,15
Franklin,Christianity,Pentecostal,F,622
Franklin,Christianity,Pentecostal,M,569
Franklin,Christianity,Presbyterian Reformed,F,907
Franklin,Christianity,Presbyterian Reformed,M,786
Franklin,Christianity,Protestant (Other),F,208
Franklin,Christianity,Protestant (Other),M,147
Franklin,Christianity,Salvation Army,F,74
Franklin,Christianity,Salvation Army,M,61
Franklin,Christianity,Seventh Day Adventist,F,106
Franklin,Christianity,Seventh Day Adventist,M,97
Franklin,Christianity,Uniting Church,F,1387
Franklin,Christianity,Uniting Church,M,930
Franklin,Hinduism,NA,F,654
Franklin,Hinduism,NA,M,837
Franklin,Islam,NA,F,292
Franklin,Islam,NA,M,376
Franklin,Judaism,NA,F,37
Franklin,Judaism,NA,M,43
Franklin,No religion,NA,F,27688
Franklin,No religion,NA,M,29029
Lyons,(Other),NA,F,4375
Lyons,(Other),NA,M,4747
Lyons,(Other),(Other),F,244
Lyons,(Other),(Other),M,118
Lyons,(Other),Australian Aboriginal Traditional,F,6
Lyons,(Other),Australian Aboriginal Traditional,M,3
Lyons,(Other),Other spiritual beliefs,F,97
Lyons,(Other),Other spiritual beliefs,M,59
Lyons,(Other),Secular beliefs,F,126
Lyons,(Other),Secular beliefs,M,158
Lyons,(Other),Sikhism,F,63
Lyons,(Other),Sikhism,M,74
Lyons,Buddhism,NA,F,355
Lyons,Buddhism,NA,M,230
Lyons,Christianity,NA,F,1198
Lyons,Christianity,NA,M,1122
Lyons,Christianity,(Other),F,84
Lyons,Christianity,(Other),M,73
Lyons,Christianity,Anglican,F,11258
Lyons,Christianity,Anglican,M,9854
Lyons,Christianity,Assyrian Apostolic,F,0
Lyons,Christianity,Assyrian Apostolic,M,0
Lyons,Christianity,Baptist,F,663
Lyons,Christianity,Baptist,M,569
Lyons,Christianity,Brethren,F,113
Lyons,Christianity,Brethren,M,108
Lyons,Christianity,Catholic,F,7885
Lyons,Christianity,Catholic,M,7065
Lyons,Christianity,Churches Of Christ,F,105
Lyons,Christianity,Churches Of Christ,M,68
Lyons,Christianity,Eastern Orthodox,F,119
Lyons,Christianity,Eastern Orthodox,M,114
Lyons,Christianity,Jehovah's Witnesses,F,343
Lyons,Christianity,Jehovah's Witnesses,M,288
Lyons,Christianity,Latter Day Saints,F,146
Lyons,Christianity,Latter Day Saints,M,133
Lyons,Christianity,Lutheran,F,107
Lyons,Christianity,Lutheran,M,88
Lyons,Christianity,Oriental Orthodox,F,3
Lyons,Christianity,Oriental Orthodox,M,0
Lyons,Christianity,Pentecostal,F,260
Lyons,Christianity,Pentecostal,M,241
Lyons,Christianity,Presbyterian Reformed,F,721
Lyons,Christianity,Presbyterian Reformed,M,690
Lyons,Christianity,Protestant (Other),F,202
Lyons,Christianity,Protestant (Other),M,184
Lyons,Christianity,Salvation Army,F,123
Lyons,Christianity,Salvation Army,M,89
Lyons,Christianity,Seventh Day Adventist,F,129
Lyons,Christianity,Seventh Day Adventist,M,117
Lyons,Christianity,Uniting Church,F,1680
Lyons,Christianity,Uniting Church,M,1267
Lyons,Hinduism,NA,F,196
Lyons,Hinduism,NA,M,280
Lyons,Islam,NA,F,142
Lyons,Islam,NA,M,186
Lyons,Judaism,NA,F,28
Lyons,Judaism,NA,M,17
Lyons,No religion,NA,F,25984
Lyons,No religion,NA,M,28373
No usual address (Tas.),(Other),NA,F,137
No usual address (Tas.),(Other),NA,M,222
No usual address (Tas.),(Other),(Other),F,8
No usual address (Tas.),(Other),(Other),M,6
No usual address (Tas.),(Other),Australian Aboriginal Traditional,F,0
No usual address (Tas.),(Other),Australian Aboriginal Traditional,M,0
No usual address (Tas.),(Other),Other spiritual beliefs,F,6
No usual address (Tas.),(Other),Other spiritual beliefs,M,0
No usual address (Tas.),(Other),Secular beliefs,F,0
No usual address (Tas.),(Other),Secular beliefs,M,3
No usual address (Tas.),(Other),Sikhism,F,0
No usual address (Tas.),(Other),Sikhism,M,0
No usual address (Tas.),Buddhism,NA,F,7
No usual address (Tas.),Buddhism,NA,M,3
No usual address (Tas.),Christianity,NA,F,28
No usual address (Tas.),Christianity,NA,M,23
No usual address (Tas.),Christianity,(Other),F,0
No usual address (Tas.),Christianity,(Other),M,0
No usual address (Tas.),Christianity,Anglican,F,49
No usual address (Tas.),Christianity,Anglican,M,42
No usual address (Tas.),Christianity,Assyrian Apostolic,F,0
No usual address (Tas.),Christianity,Assyrian Apostolic,M,0
No usual address (Tas.),Christianity,Baptist,F,3
No usual address (Tas.),Christianity,Baptist,M,4
No usual address (Tas.),Christianity,Brethren,F,0
No usual address (Tas.),Christianity,Brethren,M,0
No usual address (Tas.),Christianity,Catholic,F,44
No usual address (Tas.),Christianity,Catholic,M,56
No usual address (Tas.),Christianity,Churches Of Christ,F,0
No usual address (Tas.),Christianity,Churches Of Christ,M,0
No usual address (Tas.),Christianity,Eastern Orthodox,F,0
No usual address (Tas.),Christianity,Eastern Orthodox,M,0
No usual address (Tas.),Christianity,Jehovah's Witnesses,F,6
No usual address (Tas.),Christianity,Jehovah's Witnesses,M,0
No usual address (Tas.),Christianity,Latter Day Saints,F,0
No usual address (Tas.),Christianity,Latter Day Saints,M,4
No usual address (Tas.),Christianity,Lutheran,F,0
No usual address (Tas.),Christianity,Lutheran,M,0
No usual address (Tas.),Christianity,Oriental Orthodox,F,0
No usual address (Tas.),Christianity,Oriental Orthodox,M,0
No usual address (Tas.),Christianity,Pentecostal,F,3
No usual address (Tas.),Christianity,Pentecostal,M,0
No usual address (Tas.),Christianity,Presbyterian Reformed,F,0
No usual address (Tas.),Christianity,Presbyterian Reformed,M,0
No usual address (Tas.),Christianity,Protestant (Other),F,0
No usual address (Tas.),Christianity,Protestant (Other),M,0
No usual address (Tas.),Christianity,Salvation Army,F,6
No usual address (Tas.),Christianity,Salvation Army,M,4
No usual address (Tas.),Christianity,Seventh Day Adventist,F,0
No usual address (Tas.),Christianity,Seventh Day Adventist,M,0
No usual address (Tas.),Christianity,Uniting Church,F,8
No usual address (Tas.),Christianity,Uniting Church,M,7
No usual address (Tas.),Hinduism,NA,F,0
No usual address (Tas.),Hinduism,NA,M,5
No usual address (Tas.),Islam,NA,F,0
No usual address (Tas.),Islam,NA,M,0
No usual address (Tas.),Judaism,NA,F,0
No usual address (Tas.),Judaism,NA,M,0
No usual address (Tas.),No religion,NA,F,312
No usual address (Tas.),No religion,NA,M,368
Migratory - Offshore - Shipping (Tas.),(Other),NA,F,0
Migratory - Offshore - Shipping (Tas.),(Other),NA,M,3
Migratory - Offshore - Shipping (Tas.),(Other),(Other),F,0
Migratory - Offshore - Shipping (Tas.),(Other),(Other),M,0
Migratory - Offshore - Shipping (Tas.),(Other),Australian Aboriginal Traditional,F,0
Migratory - Offshore - Shipping (Tas.),(Other),Australian Aboriginal Traditional,M,0
Migratory - Offshore - Shipping (Tas.),(Other),Other spiritual beliefs,F,0
Migratory - Offshore - Shipping (Tas.),(Other),Other spiritual beliefs,M,0
Migratory - Offshore - Shipping (Tas.),(Other),Secular beliefs,F,0
Migratory - Offshore - Shipping (Tas.),(Other),Secular beliefs,M,0
Migratory - Offshore - Shipping (Tas.),(Other),Sikhism,F,0
Migratory - Offshore - Shipping (Tas.),(Other),Sikhism,M,0
Migratory - Offshore - Shipping (Tas.),Buddhism,NA,F,0
Migratory - Offshore - Shipping (Tas.),Buddhism,NA,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,NA,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,NA,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,(Other),F,0
Migratory - Offshore - Shipping (Tas.),Christianity,(Other),M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Anglican,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Anglican,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Assyrian Apostolic,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Assyrian Apostolic,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Baptist,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Baptist,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Brethren,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Brethren,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Catholic,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Catholic,M,3
Migratory - Offshore - Shipping (Tas.),Christianity,Churches Of Christ,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Churches Of Christ,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Eastern Orthodox,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Eastern Orthodox,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Jehovah's Witnesses,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Jehovah's Witnesses,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Latter Day Saints,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Latter Day Saints,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Lutheran,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Lutheran,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Oriental Orthodox,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Oriental Orthodox,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Pentecostal,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Pentecostal,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Presbyterian Reformed,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Presbyterian Reformed,M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Protestant (Other),F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Protestant (Other),M,0
Migratory - Offshore - Shipping (Tas.),Christianity,Salvation Army,F,0
Migratory - Offshore - Shipping (Tas.),Christianity,Salvation Army,M,0
