Year,StateAb,Australian_Citizens,Age - Baby Boomers,Age - Gen X,Age - Gen Y,Age - Gen Z,Age - Greatest Gen,Age - Silent Gen,Age - Gen Alpha,Language - Arabic,Language - Chinese,Language - East Asian,Language - English Only,Language - European,Language - Greek,Language - Indigenous,Language - Indonesian,Language - Italian,Language - Pacific,Language - Philippinnes,Language - South Asian,Language - Western Asian,Religion - Anglican-Uniting-Presbyterian,Religion - Buddhism,Religion - Catholic,Religion - Christian Orthodox,Religion - Hinduism,Religion - Islam,Religion - Judaism,Religion - No Religion-Secular,Religion - Not Stated,Religion - Other,Religion - Other Christianity,Income - 1 to 999,Income - 1000 to 1999,Income - 2000 or more,Income - Negative,Income - Not Stated,Household - Flat,Household - Other,Household - Owned outright,Household - Owned with a mortgage,Household - Rented,Household - Social or community,Household - Standalone,Household - Tenure other or not stated,Household - Semi detached,Education - Bachelor,Education - Diploma or Certificate,Education - Graduate Diploma or Certificate,Education - Inadequately Described,Education - Not Stated,Education - Postgraduate,Relationship - Child under 15,Relationship - De Facto,Relationship - Group Household,Relationship - Living Alone,Relationship - Married,Relationship - Non-dependent Child,Relationship - Other Relationship,Relationship - Single Parent,Relationship - Unrelated in family household,Relationship - Visitor
2006,NSW,85.76741561349205,25.563679345192206,22.346897219235423,21.461985451196576,13.023590765316243,0.5244720220671278,13.238625059011705,NA,2.571052384351018,3.7876688137284824,2.057991701849907,73.64384636441409,3.6344096374579946,1.3397129782961512,0.028557900793311376,0.29639143736604234,1.355775823750545,0.20091799707067293,0.7370057266926321,0.9411487567497837,0.6342253276018109,29.3580017025562,2.6161066054444406,28.19910123478948,0.3210521199068206,1.1486334057480592,2.6243482986278592,0.5718083614703804,14.323564200452935,10.065179485070228,1.1495681913643259,9.62263639456927,64.08743013140435,14.86007631759355,4.103347923023471,7.814792589854224,9.134353038124413,17.93233453093288,1.1394929797021107,34.692203780210924,32.01934550199564,24.243618458358785,5.284063168449929,71.04042281613235,3.7607690909847244,NA,17.060294926387957,10.404589096331462,1.7524024719213471,2.3883429301788732,16.933976311116037,4.403952204883414,20.14771415541551,6.0290901684933305,3.021708858789571,9.460478969796782,39.78736699230406,6.915283756517597,2.2681169912891206,4.576916102473608,0.83380584361015,1.8794631922388327
2006,VIC,86.3373619105582,25.459106427916304,22.898276932396424,21.692547800621277,12.590261190560582,0.5241797473072374,13.019028490156886,NA,1.185829098740275,3.093664985846307,2.0274336831937205,73.43163067754276,4.1739931223757525,2.50597506212155,0.024546085167620368,0.2228672960105531,2.7968161324424363,0.11610040807866591,0.464916585150348,0.9826587486946482,0.8819640129502055,21.745601868937495,2.813490748862382,27.68580376499587,0.19400868898016915,0.9040864984371164,2.332202438475944,0.8786606748979104,20.100561814146456,11.087010815737662,1.2905590162330474,10.968013670295944,66.36374751261957,13.806005676120591,3.4064679980257435,7.61605852541272,8.807720287821377,13.06978047065944,0.7222692377619603,36.14034859143877,35.14269792078135,21.47779744600007,3.5165912871683505,76.65736686788264,3.7225647546114544,NA,19.004021602646855,10.79431059779468,2.8051315101284446,1.9397719459424516,16.94503156752394,4.13549255327693,19.50505759426675,6.137443338035379,3.4348558232401496,9.797024508543593,39.7279530814612,6.65075383286197,2.1796876266714844,4.3745237152181815,0.7736833693514652,1.7917572910658819
2006,QLD,86.14366099175822,25.701903108051784,22.2834418652936,22.367057128188314,13.466117317301679,0.44017500104069396,12.495162700295044,NA,0.18712601743617396,1.1912350184078666,0.9241326558720336,86.38680180051904,1.6585310807239442,0.28575907398836575,0.3182286716660976,0.08120060861865548,0.5657960467466394,0.2494569992076886,0.3064384816896753,0.3170576369957531,0.11553321599920796,31.34513271038882,1.21105033192568,24.014742434561683,0.02291528769065799,0.36204025372360116,0.5261467158613446,0.09083609394682429,18.583207112947882,11.717643201252383,1.1228490968422413,11.003436760858879,67.66295557947879,14.008897875963811,2.8663655921924414,6.344430766026841,9.117350186338117,11.041662320943802,1.6511015289991329,31.565816096954816,33.812753479806545,26.829971482124925,4.237079793431651,80.06214632024054,3.554379147682066,NA,14.718108996802567,9.598861074345768,1.7188920821588696,2.0133874063305646,16.69722409062487,2.8815864480865696,21.09217144265194,7.9504862953138815,3.6108477917409516,9.055094142714267,38.30290907509675,5.670942586714209,2.164920062037077,4.577466626081663,1.1333072429737212,2.1457871316548536
2006,SA,88.26695684673928,26.555657574081767,20.993207682965227,21.097725222066696,11.957269525596214,0.618174938546333,14.253149417744696,NA,0.35637876308056265,1.2060116671540109,1.316623379029025,83.3885289303874,2.537652306108651,1.7117030101998287,0.21262323084108564,0.07025696053305319,2.3633330113773936,0.007409396967704291,0.24530396389506706,0.23915151819866975,0.28215248274338217,25.116578142912996,1.521717702611787,20.163768393017683,0.04247023279905957,0.33122812402631036,0.6948712232419342,0.06463149134685545,24.23462620572131,11.985271693722146,1.3054635109916535,14.539373279608268,71.75861209100132,12.5721786269227,2.176100823053624,6.159540655989902,7.333567803032457,8.876323297223431,0.7142636970467054,34.74513578031297,34.77116504954123,18.289329027087565,7.965127629041815,79.88690967501087,4.229242514016419,NA,15.00292798157853,9.863451842147054,1.9948735508972526,1.9406562648880419,15.743608067333652,2.8091253771637286,18.899366095739634,7.000659693577321,2.771639160436623,11.669879645104803,39.68327584167924,6.038832157141005,1.73771552246164,4.673850629985994,0.6715908588982404,2.071765542337937
2006,WA,83.48722607459057,26.17528162616514,22.520465841785448,22.53690406326206,13.14059134581409,0.4369187091540922,12.070263410977045,NA,0.42694056186865237,1.930145350077044,1.0461902881958152,81.22549657539864,2.76406831486429,0.27695363036177306,0.4280341596193405,0.35613010751159485,1.7647933701729963,0.012084255145104018,0.22008654732598945,0.28510093360439975,0.29559947201100595,26.069869329938623,1.8325852723860518,24.020904147582364,0.06102602464663963,0.4456102821195935,1.2724691698273336,0.28566304010219123,22.78600207357245,12.73972947316386,1.344978586208556,9.141162600452336,62.801396438779804,16.451914214064917,4.235677120783189,6.930560177937746,9.580452048434347,7.676160734899207,1.144027121280241,30.90832594140734,38.21296645078193,22.426090866009698,4.711897152994641,80.32795849180408,3.7407195888063964,NA,15.995574540728835,10.566697169397814,1.8698622763239852,2.1340056750459464,17.20007997354721,2.9543112662734634,20.5305414885183,7.800287050080397,2.8587265579289887,10.004788193389878,38.73008416472593,6.101776582775667,2.0754071021044505,4.332318735482204,0.7212480459280128,2.01907186335595
2006,TAS,90.77423262308734,27.25655342102773,19.75247889130732,21.145494884493655,12.660168448944829,0.5314238246953303,14.5980673585481,NA,0.1390177063550651,0.4393464274973238,0.16383478555309489,91.98892064633769,1.1317008742762562,0.25132550543767446,0.018297338052784665,0.022082994201636664,0.2656268731111153,0.007150683836720444,0.10831182870326556,0.10431585832392178,0.04563818801671578,37.606283977749506,0.5417512276680091,18.43678692730733,0.01808641520941335,0.1547860650480026,0.21682667535936234,0.047319109559511664,21.5213619491267,12.200338594517293,1.0496430036067677,8.206816054848106,74.30926992130276,11.139472049770827,1.5705379347937178,5.744138326838562,7.236581767294131,8.369898716637524,0.8269825036015528,37.7970593733848,33.380071041316135,18.805604126114833,6.293094916037083,86.74683558224187,3.724170543147152,NA,13.844028050670117,8.956725930895672,1.7627513937477037,2.1041996134247056,16.757320170604302,2.5359019823964473,20.084701211830073,8.078338424167717,2.7044113515032313,11.21803877493678,38.630369168577616,5.3524005474535254,1.4966599896672679,4.866127672688052,0.6831839316952025,2.5217757797134026
2006,NT,85.09817344493885,24.528448664823852,26.38924183569217,25.05899253711992,16.70357481809554,0.12861669631419814,6.465063452632234,NA,0.14002551576064973,1.2555621246538258,0.5460995114665339,65.53868334526143,1.1684351370694215,1.2706019022725623,15.122237089128834,0.43096742072999966,0.39362728319382645,0.010890873448050533,0.7410980074887721,0.2442667330491334,0.026967877109458464,20.54327082641885,1.668810155990707,21.086230501161634,0.010890308662462662,0.25358861599734484,0.9127115831397279,0.06637902422834384,22.979069863923,16.96761948224361,2.775472950547627,12.735956687686691,59.79971288960053,18.06172873588604,2.91596499461668,6.034149573475416,13.188443806421335,15.322038694160506,4.430021575354578,15.790683691154104,31.76705690941888,30.27446680578644,17.539702189367947,70.25253775687051,4.628090404272627,NA,12.70693024132356,8.370446046876085,2.159315208442853,1.6941251153056467,22.900445352562514,2.870490681319989,25.191153596309828,10.133673426819312,3.386234557232847,7.952466373057921,29.653092725138112,5.293896791956948,5.004857059422993,4.960160193567227,1.7241071056097546,3.5346281518739904
2006,ACT,89.57135575155625,26.00781599962928,24.38375631381393,24.061230479309227,12.52135497922427,0.34167966758831614,10.15400299664808,NA,0.4058887852372627,2.153002156091112,1.4428512297132832,81.01126233265582,3.9594234772992642,0.7966416873111876,0.04200979816763145,0.21715358905768317,1.07866334706889,0.07815058041478498,0.3509053729296274,0.9331735313559898,0.26163455182341055,23.52568657131383,2.211238454171944,28.04392820734608,0.05158938556115041,1.010781254826851,1.3410151061134967,0.17731920546167868,23.371845170059622,10.219641036730406,1.425349850174539,8.6216057582404,54.97838473641599,26.950720254189388,5.9739853046759235,5.909445030016956,6.18746467470174,10.091672575973755,0.2093176245439866,29.889702427230088,38.539219287978334,21.141080078942647,8.247968764684272,76.34539971122712,2.1820294411646604,NA,26.4723372841734,11.321925111758192,4.783558216790387,2.0444572037895257,10.821063855965221,9.192880285444778,19.656485342993772,7.701019252548131,4.486660326443101,9.35541433809074,38.2869970528042,5.6087454758696245,1.8083079332327412,4.307207355555481,1.0236212534151514,2.0264071431691932
2011,NSW,85.53026623020567,17.633981492705836,21.71902357099853,22.167766001620073,20.505011927505446,NA,2.089424355747427,11.69721066837914,2.550326696270011,4.2783848305612056,2.4951143832586444,73.05597712112971,3.4875900971621343,1.258198836207859,0.01904994887721406,0.36174196400535824,1.1532318430544521,0.2102593736323564,0.8261140485534093,2.6256538621330945,0.8433447864741813,27.214677827663994,2.810684669089523,27.174684714052194,3.0214471945954866,1.7366536294638024,3.135968895296727,0.5868959841826052,18.142822744722654,7.752954964559357,1.4496172552536812,6.973592121119973,57.46406017527797,19.273304602722924,6.704871564059699,8.59183372150066,7.965929936438745,19.053325912251335,1.0025464308564305,33.16869352565526,33.266043729728146,25.05686314818942,5.112101046463197,69.26497918073397,3.3962985499639724,10.679148476158263,24.719313840384576,45.21502088074914,2.608635511647675,3.119857699200562,16.796644801612963,7.540527266405085,19.57957061615047,6.603711160443584,3.3398913314362493,9.45368989837096,39.178625486329054,6.594558982201246,2.363334779505052,4.6345099941308066,1.0432367076968065,1.9620101691223684
2011,VIC,85.00868736269328,17.055515315498674,21.780943024070204,22.914733647405313,20.78412240426691,NA,2.040538781105398,11.34583784786864,1.339494554609803,3.852056668749989,2.5832796584386384,71.36578182185029,4.002107597718653,2.2896645532985236,0.009212780813219922,0.27218494329165294,2.399819962762855,0.1462106121285961,0.6026312736699321,2.83536760686776,1.269135174576227,19.26224476740727,3.292418120327696,26.78863033424404,4.460958036388136,1.6234761754393714,2.9928215817750115,0.8928402655200935,23.71349282765051,8.296756768480144,1.8070504375558,6.869310685211925,58.50756003528716,19.306930451385686,5.75618172205062,8.717657299555688,7.711670491720845,13.46413858782311,0.6295624025267683,34.24608687294951,35.356080363812694,23.65208445277381,3.3268132751442714,76.0474686447453,3.4189350353197123,9.858830364904831,26.737826531657703,43.40789389142904,3.9423005124482735,1.851091318594874,16.87640984053499,7.1844779053351235,18.83808563542993,6.7845485384214435,3.9187693858892088,9.65197255428049,39.05499397595509,6.486678743238971,2.3395296972597004,4.403277764011245,1.0323760371183703,1.7939691192931788
