Year,StateAb,DivisionNm,PartyAb,OrdinaryVotes,Percentage
2007,VIC,Bendigo,Other,2487,3.472978634268957
2007,VIC,Bendigo,Other Right,2740,3.826281245636084
2007,VIC,Bruce,ALP,33739,52.55132238871063
2007,VIC,Bruce,COAL,23878,37.19198778854241
2007,VIC,Bruce,GRN,3231,5.032553503006137
2007,VIC,Bruce,Other,1259,1.9609980997476715
2007,VIC,Bruce,Other Right,2095,3.2631382199931465
2007,VIC,Calwell,ALP,42751,61.250483545138046
2007,VIC,Calwell,COAL,18027,25.827757640013182
2007,VIC,Calwell,GRN,2927,4.193589982377466
2007,VIC,Calwell,Other,2913,4.1735318136882675
2007,VIC,Calwell,Other Left,201,0.2879779933234953
2007,VIC,Calwell,Other Right,2978,4.266659025459547
2007,VIC,Casey,ALP,23763,36.696780171415334
2007,VIC,Casey,COAL,32035,49.471083314029805
2007,VIC,Casey,GRN,4596,7.09752142691684
2007,VIC,Casey,Other,1543,2.382827580881785
2007,VIC,Casey,Other Right,2818,4.351787506756235
2007,VIC,Chisholm,ALP,30171,48.88525227648336
2007,VIC,Chisholm,COAL,24146,39.123108331443014
2007,VIC,Chisholm,GRN,5126,8.305518649340549
2007,VIC,Chisholm,Other,836,1.3545481059010338
2007,VIC,Chisholm,Other Right,1439,2.3315726368320426
2007,VIC,Corangamite,ALP,30199,43.142661218891966
2007,VIC,Corangamite,COAL,30707,43.86839623989257
2007,VIC,Corangamite,GRN,5346,7.637361067459071
2007,VIC,Corangamite,Other,1100,1.5714734706705906
2007,VIC,Corangamite,Other Right,2646,3.7801080030858025
2007,VIC,Corio,ALP,31078,46.54485547401528
2007,VIC,Corio,COAL,19338,28.962108731466227
2007,VIC,Corio,GRN,3794,5.682192601467725
2007,VIC,Corio,Other,8981,13.450651490190205
2007,VIC,Corio,Other Left,267,0.3998801857121462
2007,VIC,Corio,Other Right,3312,4.96031151714842
2007,VIC,Deakin,ALP,27180,42.97572930666456
2007,VIC,Deakin,COAL,27579,43.606609218120006
2007,VIC,Deakin,GRN,5268,8.3295122144043
2007,VIC,Deakin,Other,886,1.400901257016365
2007,VIC,Deakin,Other Right,2332,3.6872480037947666
2007,VIC,Dunkley,ALP,26839,39.25207675207675
2007,VIC,Dunkley,COAL,33610,49.154674154674154
2007,VIC,Dunkley,GRN,5095,7.451444951444952
2007,VIC,Dunkley,Other,1057,1.5458640458640458
2007,VIC,Dunkley,Other Right,1775,2.595940095940096
2007,VIC,Flinders,ALP,21973,34.160940269270235
2007,VIC,Flinders,COAL,34944,54.326668946861105
2007,VIC,Flinders,GRN,5346,8.31130872796244
2007,VIC,Flinders,Other,517,0.8037685395354622
2007,VIC,Flinders,Other Right,1542,2.3973135163707595
2007,VIC,Gellibrand,ALP,40609,60.880320225477114
2007,VIC,Gellibrand,COAL,15041,22.549210680179304
2007,VIC,Gellibrand,GRN,6237,9.350404029803757
2007,VIC,Gellibrand,Other,2400,3.5980390687075543
2007,VIC,Gellibrand,Other Left,1045,1.566646177833081
2007,VIC,Gellibrand,Other Right,1371,2.0553798179991905
2007,VIC,Gippsland,ALP,24519,36.22944279445011
2007,VIC,Gippsland,COAL,33122,48.94129467913767
2007,VIC,Gippsland,GRN,3662,5.410996350311036
2007,VIC,Gippsland,Other,3384,5.000221641030188
2007,VIC,Gippsland,Other Right,2990,4.418044535070999
2007,VIC,Goldstein,ALP,22833,34.55514021520347
2007,VIC,Goldstein,COAL,34534,52.263268610863086
2007,VIC,Goldstein,GRN,6784,10.266809933865035
2007,VIC,Goldstein,Other,1158,1.7525008701968916
2007,VIC,Goldstein,Other Right,768,1.1622803698715136
2007,VIC,Gorton,ALP,45621,62.532211195789245
2007,VIC,Gorton,COAL,17515,24.007621031854818
2007,VIC,Gorton,GRN,4500,6.168101321344372
2007,VIC,Gorton,Other,2497,3.422610888754866
2007,VIC,Gorton,Other Right,2823,3.869455562256703
2007,VIC,Higgins,ALP,19113,32.22722444230867
2007,VIC,Higgins,COAL,31268,52.72227561670629
2007,VIC,Higgins,GRN,6284,10.595713828047279
2007,VIC,Higgins,Other,2225,3.7516650648321446
2007,VIC,Higgins,Other Right,417,0.7031210481056199
2007,VIC,Holt,ALP,41701,57.01453357214148
2007,VIC,Holt,COAL,24205,33.09361370503548
2007,VIC,Holt,GRN,2880,3.9375999781244446
2007,VIC,Holt,Other,1085,1.4834361028697993
2007,VIC,Holt,Other Right,3270,4.4708166418287965
2007,VIC,Hotham,ALP,35941,56.18766219554138
2007,VIC,Hotham,COAL,21326,33.339586655410685
2007,VIC,Hotham,GRN,4138,6.469061689022293
2007,VIC,Hotham,Other,1269,1.9838664290404278
2007,VIC,Hotham,Other Right,1292,2.019823030985211
2007,VIC,Indi,ALP,20138,32.47907359321323
2007,VIC,Indi,COAL,33470,53.9812589713401
2007,VIC,Indi,GRN,4769,7.691563311452672
2007,VIC,Indi,Other,1226,1.977323677886554
2007,VIC,Indi,Other Right,2400,3.8707804461074464
2007,VIC,Isaacs,ALP,35683,49.58175855935971
2007,VIC,Isaacs,COAL,27503,38.215595820364605
2007,VIC,Isaacs,GRN,4336,6.024899955535794
2007,VIC,Isaacs,Other,2320,3.223654957759004
2007,VIC,Isaacs,Other Right,2126,2.9540907069808804
2007,VIC,Jagajaga,ALP,33147,48.434326460832594
2007,VIC,Jagajaga,COAL,25655,37.48703186872598
2007,VIC,Jagajaga,GRN,6910,10.096877420109005
2007,VIC,Jagajaga,Other,1094,1.59855049169309
2007,VIC,Jagajaga,Other Right,1631,2.3832137586393327
2007,VIC,Kooyong,ALP,19353,30.931641280547254
2007,VIC,Kooyong,COAL,34196,54.65500982946281
2007,VIC,Kooyong,GRN,7212,11.526843224063803
2007,VIC,Kooyong,Other,879,1.4048939536816534
2007,VIC,Kooyong,Other Right,927,1.4816117122444739
2007,VIC,La Trobe,ALP,27451,41.26790841714397
2007,VIC,La Trobe,COAL,30362,45.64410168523279
2007,VIC,La Trobe,GRN,5906,8.878666245734301
2007,VIC,La Trobe,Other,840,1.2627970955666803
2007,VIC,La Trobe,Other Right,1960,2.9465265563222536
2007,VIC,Lalor,ALP,45017,60.34612187994316
2007,VIC,Lalor,COAL,21896,29.351993351028177
2007,VIC,Lalor,GRN,2955,3.9612322046167456
2007,VIC,Lalor,Other,1351,1.8110405104694496
2007,VIC,Lalor,Other Right,3379,4.529612053942465
2007,VIC,Mallee,ALP,14191,21.9220193406865
2007,VIC,Mallee,COAL,41347,63.872153736830725
2007,VIC,Mallee,GRN,2584,3.991719961689375
2007,VIC,Mallee,Other,2222,3.4325084190688044
2007,VIC,Mallee,Other Right,4390,6.781598541724596
2007,VIC,Maribyrnong,ALP,34760,58.19034067129824
2007,VIC,Maribyrnong,COAL,17915,29.990792667615302
2007,VIC,Maribyrnong,GRN,3934,6.58575374571022
2007,VIC,Maribyrnong,Other,1604,2.68519293546497
2007,VIC,Maribyrnong,Other Right,1522,2.5479199799112746
2007,VIC,McEwen,ALP,30362,40.80201040140835
2007,VIC,McEwen,COAL,33949,45.62240468735302
2007,VIC,McEwen,GRN,6407,8.610054694744198
2007,VIC,McEwen,Other,1360,1.8276376439600608
2007,VIC,McEwen,Other Right,2335,3.137892572534369
2007,VIC,McMillan,ALP,22766,38.466477426331444
2007,VIC,McMillan,COAL,29398,49.67220870505542
2007,VIC,McMillan,GRN,3490,5.896864017301973
2007,VIC,McMillan,Other,1624,2.743984860773182
2007,VIC,McMillan,Other Right,1906,3.2204649905379834
2007,VIC,Melbourne,ALP,32111,50.70104525215524
2007,VIC,Melbourne,COAL,14373,22.693971642403763
2007,VIC,Melbourne,GRN,14413,22.75712887232766
2007,VIC,Melbourne,Other,1256,1.98313701961032
2007,VIC,Melbourne,Other Left,263,0.41525878674961314
2007,VIC,Melbourne,Other Right,531,0.8384122272397133
2007,VIC,Melbourne Ports,ALP,25942,43.51881364177753
2007,VIC,Melbourne Ports,COAL,22874,38.37211252956669
2007,VIC,Melbourne Ports,GRN,9185,15.408230024659877
2007,VIC,Melbourne Ports,Other,1154,1.9358843166529667
2007,VIC,Melbourne Ports,Other Right,456,0.7649594873429401
2007,VIC,Menzies,ALP,23539,36.01162701751702
2007,VIC,Menzies,COAL,33104,50.64484051097682
2007,VIC,Menzies,GRN,3903,5.971085443280042
2007,VIC,Menzies,Other,3182,4.868048649889085
2007,VIC,Menzies,Other Right,1637,2.5043983783370307
2007,VIC,Murray,ALP,15027,24.002108390435573
2007,VIC,Murray,COAL,38652,61.737505390771
2007,VIC,Murray,GRN,1797,2.8702860702477357
2007,VIC,Murray,Other,4901,7.828198124810324
2007,VIC,Murray,Other Right,2230,3.561902023735365
2007,VIC,Scullin,ALP,43834,64.39736733854382
2007,VIC,Scullin,COAL,16124,23.6880766292531
2007,VIC,Scullin,GRN,4046,5.944055944055944
2007,VIC,Scullin,Other,883,1.2972321795851207
2007,VIC,Scullin,Other Right,3181,4.673267908562027
2007,VIC,Wannon,ALP,23518,36.277534398716604
2007,VIC,Wannon,COAL,34108,52.61306842722281
2007,VIC,Wannon,GRN,4368,6.737829333004258
2007,VIC,Wannon,Other Right,2834,4.371567841056334
2007,VIC,Wills,ALP,39963,58.143222952918585
2007,VIC,Wills,COAL,16617,24.176511668509573
2007,VIC,Wills,GRN,9044,13.158354187278123
2007,VIC,Wills,Other,1652,2.4035383809579236
2007,VIC,Wills,Other Left,507,0.7376476750276436
2007,VIC,Wills,Other Right,949,1.3807251353081533
2007,WA,Brand,ALP,30959,46.812532131732546
2007,WA,Brand,COAL,25161,38.0454834124656
2007,WA,Brand,GRN,5792,8.757976230078325
2007,WA,Brand,Other,1847,2.7928145885626154
2007,WA,Brand,Other Right,2375,3.5911936371609157
2007,WA,Canning,ALP,26201,37.13504166902886
2007,WA,Canning,COAL,35037,49.65842734848914
2007,WA,Canning,GRN,5198,7.367197686943705
2007,WA,Canning,Other,2255,3.1960428595725383
2007,WA,Canning,Other Right,1865,2.6432904359657576
2007,WA,Cowan,ALP,30291,42.75974025974026
2007,WA,Cowan,COAL,32419,45.76369282891022
2007,WA,Cowan,GRN,3813,5.382552230378318
2007,WA,Cowan,Other,1808,2.552230378317335
2007,WA,Cowan,Other Right,2509,3.541784302653868
2007,WA,Curtin,ALP,15652,24.562174377000815
2007,WA,Curtin,COAL,37953,59.558408135082544
2007,WA,Curtin,GRN,8480,13.307388111229677
2007,WA,Curtin,Other,1123,1.7622873642583643
2007,WA,Curtin,Other Right,516,0.8097420124285983
2007,WA,Forrest,ALP,21997,30.26263293298664
2007,WA,Forrest,COAL,33094,45.52946193954902
2007,WA,Forrest,GRN,5978,8.224304208455433
2007,WA,Forrest,Other,9939,13.673696809608321
2007,WA,Forrest,Other Right,1679,2.3099041094005806
2007,WA,Fremantle,ALP,30882,46.088409993134945
2007,WA,Fremantle,COAL,23194,34.61481061397487
2007,WA,Fremantle,GRN,9545,14.244992985702773
2007,WA,Fremantle,Other,1395,2.0819031131540457
2007,WA,Fremantle,Other Left,298,0.4447362922723338
2007,WA,Fremantle,Other Right,1692,2.5251470017610362
2007,WA,Hasluck,ALP,25309,42.01361221779548
2007,WA,Hasluck,COAL,25842,42.898406374501995
2007,WA,Hasluck,GRN,4978,8.263612217795485
2007,WA,Hasluck,Other,2403,3.989043824701195
2007,WA,Hasluck,Other Right,1708,2.8353253652058434
2007,WA,Kalgoorlie,ALP,21903,42.11953386408215
2007,WA,Kalgoorlie,COAL,24529,47.16933964078304
2007,WA,Kalgoorlie,GRN,3094,5.949771162647591
2007,WA,Kalgoorlie,Other,960,1.8460828429675782
2007,WA,Kalgoorlie,Other Right,1516,2.915272489519634
2007,WA,Moore,ALP,19299,32.912104778471296
2007,WA,Moore,COAL,31988,54.55165592278045
2007,WA,Moore,GRN,4793,8.173880418841025
2007,WA,Moore,Other,1389,2.3687711040622124
2007,WA,Moore,Other Right,1169,1.9935877758450151
2007,WA,O'Connor,ALP,12877,20.439358105426898
2007,WA,O'Connor,COAL,40106,63.65930699512706
2007,WA,O'Connor,GRN,4206,6.676084506595133
2007,WA,O'Connor,Other,4014,6.371327439246996
2007,WA,O'Connor,Other Right,1798,2.8539229536039112
2007,WA,Pearce,ALP,22336,32.44672351428696
2007,WA,Pearce,COAL,35853,52.08239515390985
2007,WA,Pearce,GRN,5779,8.394950536759685
2007,WA,Pearce,Other,2704,3.9280059268728484
2007,WA,Pearce,Other Left,249,0.3617135635323
2007,WA,Pearce,Other Right,1918,2.786211304638359
2007,WA,Perth,ALP,30457,47.67025089605735
2007,WA,Perth,COAL,22954,35.926812853140504
2007,WA,Perth,GRN,6533,10.225227340313973
2007,WA,Perth,Other,2515,3.936391667057958
2007,WA,Perth,Other Left,372,0.5822416302765647
2007,WA,Perth,Other Right,1060,1.6590756131536524
2007,WA,Stirling,ALP,27306,41.42859310282047
2007,WA,Stirling,COAL,30963,46.97698411494288
2007,WA,Stirling,GRN,4834,7.334132390647995
2007,WA,Stirling,Other,1646,2.497306974556599
2007,WA,Stirling,Other Right,1162,1.7629834170320584
2007,WA,Swan,ALP,24173,41.1854906036495
2007,WA,Swan,COAL,25962,44.23355425689605
2007,WA,Swan,GRN,5843,9.955190567870103
2007,WA,Swan,Other,1525,2.598265551258242
2007,WA,Swan,Other Left,124,0.2112688054793587
2007,WA,Swan,Other Right,1066,1.8162302148467449
2007,WA,Tangney,ALP,20684,32.23664728893599
2007,WA,Tangney,COAL,32827,51.16188457522248
2007,WA,Tangney,GRN,5570,8.681015538550255
2007,WA,Tangney,Other,4009,6.248149244891916
2007,WA,Tangney,Other Right,1073,1.6723033523993578
2010,ACT,Canberra,ALP,44736,44.69889991307215
2010,ACT,Canberra,COAL,37205,37.17414545926881
2010,ACT,Canberra,GRN,18142,18.126954627659043
2010,ACT,Fraser,ALP,45876,46.37640137079083
2010,ACT,Fraser,COAL,31706,32.051839346549265
2010,ACT,Fraser,GRN,19435,19.646991033248753
2010,ACT,Fraser,Other,1904,1.9247682494111462
2010,NSW,Banks,ALP,30816,43.19959626545546
2010,NSW,Banks,COAL,32661,45.78602069139541
2010,NSW,Banks,GRN,6612,9.2690722516612
2010,NSW,Banks,Other Right,1245,1.74531079148793
2010,NSW,Barton,ALP,32538,48.90431959599603
2010,NSW,Barton,COAL,27084,40.7070069438182
2010,NSW,Barton,GRN,6912,10.38867346018577
2010,NSW,Bennelong,ALP,26820,37.24586157093656
2010,NSW,Bennelong,COAL,35187,48.86540384401733
2010,NSW,Bennelong,GRN,5613,7.794967225863793
2010,NSW,Bennelong,Other,3170,4.402288634596156
2010,NSW,Bennelong,Other Right,1218,1.6914787245861571
2010,NSW,Berowra,ALP,16398,22.502470084531783
2010,NSW,Berowra,COAL,43782,60.080689428038205
2010,NSW,Berowra,GRN,8075,11.081073663409814
2010,NSW,Berowra,Other,3940,5.406740586233395
2010,NSW,Berowra,Other Right,677,0.9290262377868043
2010,NSW,Blaxland,ALP,31902,51.62302987151688
2010,NSW,Blaxland,COAL,20650,33.41532088417101
2010,NSW,Blaxland,GRN,3641,5.891776432894268
2010,NSW,Blaxland,Other,2700,4.369073432797178
2010,NSW,Blaxland,Other Left,1605,2.5971714294961004
2010,NSW,Blaxland,Other Right,1086,1.7573384251917539
2010,NSW,Bradfield,ALP,13710,18.920261654384365
2010,NSW,Bradfield,COAL,47166,65.09066821230438
2010,NSW,Bradfield,GRN,11586,15.989070133311253
2010,NSW,Calare,ALP,23673,29.373154329106384
2010,NSW,Calare,COAL,42372,52.57463334739559
2010,NSW,Calare,GRN,4540,5.633173685386009
2010,NSW,Calare,Other,10009,12.419038638112019
2010,NSW,Charlton,ALP,38028,53.88157615087068
2010,NSW,Charlton,COAL,21477,30.430593536137835
2010,NSW,Charlton,GRN,6089,8.627456536832112
2010,NSW,Charlton,Other,4983,7.060373776159372
2010,NSW,Chifley,ALP,36704,52.245455710076435
2010,NSW,Chifley,COAL,21308,30.330377350433434
2010,NSW,Chifley,GRN,5571,7.929910466456948
2010,NSW,Chifley,Other,5355,7.6224502868204915
2010,NSW,Chifley,Other Right,1315,1.8718061862126885
2010,NSW,Cook,ALP,22748,28.91829703926878
2010,NSW,Cook,COAL,45899,58.34890609308061
2010,NSW,Cook,GRN,5832,7.4139048853972005
2010,NSW,Cook,Other,2766,3.5162655886503185
2010,NSW,Cook,Other Right,1418,1.8026263936030917
2010,NSW,Cowper,ALP,20946,28.096202599562716
2010,NSW,Cowper,COAL,37706,50.57745704282974
2010,NSW,Cowper,GRN,6410,8.59814087000845
2010,NSW,Cowper,Other,9489,12.728199487599094
2010,NSW,Cunningham,ALP,38343,49.52532258689503
2010,NSW,Cunningham,COAL,25230,32.588057503778046
2010,NSW,Cunningham,GRN,11639,15.033388873819765
2010,NSW,Cunningham,Other,1065,1.3755957685899174
2010,NSW,Cunningham,Other Left,1144,1.4776352669172448
2010,NSW,Dobell,ALP,33657,46.94600588620926
2010,NSW,Dobell,COAL,28693,40.02203841379214
2010,NSW,Dobell,GRN,5991,8.356464368906309
2010,NSW,Dobell,Other,1644,2.293110903435482
2010,NSW,Dobell,Other Right,1708,2.3823804276568143
2010,NSW,Eden-Monaro,ALP,32566,44.22565049703949
2010,NSW,Eden-Monaro,COAL,30920,41.99033081644848
2010,NSW,Eden-Monaro,GRN,6777,9.203378782117442
2010,NSW,Eden-Monaro,Other,1845,2.505567928730512
2010,NSW,Eden-Monaro,Other Right,1528,2.0750719756640774
2010,NSW,Farrer,ALP,18647,26.11185795104464
2010,NSW,Farrer,COAL,35736,50.04200974626113
2010,NSW,Farrer,GRN,4084,5.718926791015516
2010,NSW,Farrer,Other,12351,17.295412535708284
2010,NSW,Fowler,ALP,36132,53.508278292805734
2010,NSW,Fowler,COAL,24834,36.77694517667269
2010,NSW,Fowler,GRN,4278,6.335337499629772
2010,NSW,Fowler,Other Left,2282,3.3794390308918048
2010,NSW,Gilmore,ALP,26937,35.689017846496284
2010,NSW,Gilmore,COAL,38236,50.65914119533103
2010,NSW,Gilmore,GRN,7094,9.398889727996607
2010,NSW,Gilmore,Other,2269,3.006213813479603
2010,NSW,Gilmore,Other Right,941,1.246737416696477
2010,NSW,Grayndler,ALP,32579,46.71829067182907
2010,NSW,Grayndler,COAL,16860,24.17724241772424
2010,NSW,Grayndler,GRN,17723,25.414784541478454
2010,NSW,Grayndler,Other,854,1.2246361224636122
2010,NSW,Grayndler,Other Left,1719,2.465046246504625
2010,NSW,Greenway,ALP,29121,42.65813142706472
2010,NSW,Greenway,COAL,28427,41.64151993671813
2010,NSW,Greenway,GRN,3957,5.796443324641842
2010,NSW,Greenway,Other,5342,7.8252717311692495
2010,NSW,Greenway,Other Right,1419,2.0786335804060587
2010,NSW,Hughes,ALP,27961,38.06859181200561
2010,NSW,Hughes,COAL,36565,49.782842516576125
2010,NSW,Hughes,GRN,4369,5.948345110212529
2010,NSW,Hughes,Other,1756,2.3907745510490273
2010,NSW,Hughes,Other Right,2798,3.8094460101567074
2010,NSW,Hume,ALP,24497,32.68969014385225
2010,NSW,Hume,COAL,40093,53.50156129066695
2010,NSW,Hume,GRN,5387,7.1886092503135925
2010,NSW,Hume,Other,2391,3.190637593744162
2010,NSW,Hume,Other Right,2570,3.429501721423043
2010,NSW,Hunter,ALP,40025,54.96957960803702
2010,NSW,Hunter,COAL,22431,30.806312059659675
2010,NSW,Hunter,GRN,6258,8.594619092744427
2010,NSW,Hunter,Other,1697,2.33062777251315
2010,NSW,Hunter,Other Right,2402,3.29886146704572
2010,NSW,Kingsford Smith,ALP,31133,44.31743772241993
2010,NSW,Kingsford Smith,COAL,29184,41.54306049822064
2010,NSW,Kingsford Smith,GRN,8033,11.434875444839857
2010,NSW,Kingsford Smith,Other,832,1.184341637010676
2010,NSW,Kingsford Smith,Other Left,482,0.6861209964412811
2010,NSW,Kingsford Smith,Other Right,586,0.8341637010676156
2010,NSW,Lindsay,ALP,32616,44.44444444444444
2010,NSW,Lindsay,COAL,32246,43.94026108522061
2010,NSW,Lindsay,GRN,3307,4.506309105278936
2010,NSW,Lindsay,Other,4397,5.991606028397787
2010,NSW,Lindsay,Other Right,820,1.117379336658218
2010,NSW,Lyne,ALP,10002,13.463816497953909
2010,NSW,Lyne,COAL,25964,34.95046306267499
2010,NSW,Lyne,GRN,2909,3.915841051044583
2010,NSW,Lyne,Other,35413,47.669879388326514
2010,NSW,Macarthur,ALP,26893,38.92402773154246
2010,NSW,Macarthur,COAL,32981,47.73559508474331
2010,NSW,Macarthur,GRN,3646,5.277098319607474
2010,NSW,Macarthur,Other,2138,3.0944696125399833
2010,NSW,Macarthur,Other Right,3433,4.968809251566774
2010,NSW,Mackellar,ALP,15950,21.366948880077164
2010,NSW,Mackellar,COAL,46383,62.13562319151217
2010,NSW,Mackellar,GRN,12315,16.497427928410673
2010,NSW,Macquarie,ALP,25025,32.773681522322775
2010,NSW,Macquarie,COAL,34204,44.79484526631481
2010,NSW,Macquarie,GRN,10583,13.859894967062614
2010,NSW,Macquarie,Other,4158,5.445473237555168
2010,NSW,Macquarie,Other Right,2387,3.1261050067446337
2010,NSW,McMahon,ALP,35855,51.766455394655154
2010,NSW,McMahon,COAL,25107,36.2487908407086
2010,NSW,McMahon,GRN,5327,7.690974979426245
2010,NSW,McMahon,Other,2974,4.293778785209997
2010,NSW,Mitchell,ALP,19246,26.361133558876304
2010,NSW,Mitchell,COAL,46143,63.20179703872125
2010,NSW,Mitchell,GRN,5269,7.216918462107412
2010,NSW,Mitchell,Other,2351,3.220150940295032
2010,NSW,New England,ALP,6495,8.02267842585044
2010,NSW,New England,COAL,20424,25.227895946046097
2010,NSW,New England,GRN,2723,3.363472417796882
2010,NSW,New England,Other,50643,62.554657970799674
2010,NSW,New England,Other Right,673,0.8312952395069048
2010,NSW,Newcastle,ALP,33584,48.21131208728108
2010,NSW,Newcastle,COAL,21596,31.002009761699686
2010,NSW,Newcastle,GRN,10832,15.549813379270743
2010,NSW,Newcastle,Other,2397,3.4409991386735572
2010,NSW,Newcastle,Other Left,1251,1.7958656330749354
2010,NSW,North Sydney,ALP,15930,22.217263357554287
2010,NSW,North Sydney,COAL,42907,59.8415642738595
2010,NSW,North Sydney,GRN,11077,15.44887797938662
2010,NSW,North Sydney,Other,1026,1.4309423857407846
2010,NSW,North Sydney,Other Right,761,1.0613520034588082
2010,NSW,Page,ALP,34567,46.427947832861
2010,NSW,Page,COAL,31595,42.43616778370247
2010,NSW,Page,GRN,6037,8.10847111600607
2010,NSW,Page,Other,2254,3.0274132674304597
2010,NSW,Parkes,ALP,16871,21.81829938570967
2010,NSW,Parkes,COAL,45159,58.4015518913676
2010,NSW,Parkes,GRN,4155,5.373423860329777
2010,NSW,Parkes,Other,11140,14.406724862592952
2010,NSW,Parramatta,ALP,28746,44.729717113248064
2010,NSW,Parramatta,COAL,26370,41.03258332555317
2010,NSW,Parramatta,GRN,4923,7.660349173746615
2010,NSW,Parramatta,Other,3033,4.719447297171133
2010,NSW,Parramatta,Other Left,1194,1.8579030902810194
2010,NSW,Paterson,ALP,27786,39.0137740273234
2010,NSW,Paterson,COAL,36330,51.010235745075185
2010,NSW,Paterson,GRN,4096,5.751112733603853
2010,NSW,Paterson,Other,1291,1.8126676120807066
2010,NSW,Paterson,Other Right,1387,1.9474593167745469
2010,NSW,Reid,ALP,28202,41.94229625223082
2010,NSW,Reid,COAL,29126,43.31647828673409
2010,NSW,Reid,GRN,7215,10.73022010707912
2010,NSW,Reid,Other,1980,2.944675788221297
2010,NSW,Reid,Other Left,717,1.0663295657346816
2010,NSW,Richmond,ALP,27236,39.36919096283662
2010,NSW,Richmond,COAL,27933,40.37669302265073
2010,NSW,Richmond,GRN,10997,15.895983001113022
2010,NSW,Richmond,Other,3015,4.358133013399633
2010,NSW,Riverina,ALP,17487,22.561250951502405
2010,NSW,Riverina,COAL,47669,61.501245016707735
2010,NSW,Riverina,GRN,3172,4.092427976106
2010,NSW,Riverina,Other,5796,7.477841282947787
2010,NSW,Riverina,Other Right,3385,4.36723477273607
2010,NSW,Robertson,ALP,29628,40.52523594583504
2010,NSW,Robertson,COAL,31642,43.27998905758446
2010,NSW,Robertson,GRN,6429,8.793598686910135
2010,NSW,Robertson,Other,3935,5.3823006428669125
2010,NSW,Robertson,Other Right,1476,2.0188756668034467
2010,NSW,Shortland,ALP,38504,53.943792204881056
2010,NSW,Shortland,COAL,23663,33.151671383339405
2010,NSW,Shortland,GRN,7293,10.217433943231809
2010,NSW,Shortland,Other,496,0.6948919835243352
2010,NSW,Shortland,Other Right,1422,1.9922104850233966
2010,NSW,Sydney,ALP,27192,44.02208227427998
2010,NSW,Sydney,COAL,17094,27.67407599281193
2010,NSW,Sydney,GRN,14607,23.647784487364213
2010,NSW,Sydney,Other,2876,4.656057245543881
2010,NSW,Throsby,ALP,37988,51.023478214151396
2010,NSW,Throsby,COAL,26364,35.41073443292323
2010,NSW,Throsby,GRN,8728,11.722989308547788
2010,NSW,Throsby,Other,1372,1.8427980443775855
2010,NSW,Warringah,ALP,15508,21.80907914721269
2010,NSW,Warringah,COAL,42104,59.211340496146704
2010,NSW,Warringah,GRN,11367,15.98554311751139
2010,NSW,Warringah,Other,2129,2.994037239129212
2010,NSW,Watson,ALP,32696,51.18026422891491
2010,NSW,Watson,COAL,23690,37.08283764322835
2010,NSW,Watson,GRN,5891,9.22140128983783
2010,NSW,Watson,Other,1607,2.515496838018909
2010,NSW,Wentworth,ALP,14489,20.917608673682995
2010,NSW,Wentworth,COAL,41744,60.26535002237718
2010,NSW,Wentworth,GRN,11804,17.041303939827046
2010,NSW,Wentworth,Other,1230,1.775737364112781
2010,NSW,Werriwa,ALP,32169,49.028393763431026
2010,NSW,Werriwa,COAL,25283,38.5335223202719
2010,NSW,Werriwa,GRN,8161,12.438083916297074
2010,NT,Lingiari,ALP,15846,40.68292682926829
2010,NT,Lingiari,COAL,13008,33.39666238767651
2010,NT,Lingiari,GRN,4893,12.562259306803595
2010,NT,Lingiari,Other,5203,13.358151476251605
2010,NT,Solomon,ALP,16551,36.482465228029184
2010,NT,Solomon,COAL,21065,46.43242885798047
2010,NT,Solomon,GRN,5843,12.87940573544647
2010,NT,Solomon,Other,589,1.298300526814645
2010,NT,Solomon,Other Right,1319,2.9073996517292304
2010,QLD,Blair,ALP,26387,42.29567057239489
2010,QLD,Blair,COAL,23257,37.27859970827256
2010,QLD,Blair,GRN,6910,11.07602545402087
2010,QLD,Blair,Other,2720,4.359882667863497
2010,QLD,Blair,Other Right,3113,4.989821597448186
2010,QLD,Bonner,ALP,24169,36.596962492996774
2010,QLD,Bonner,COAL,30583,46.30911100679881
2010,QLD,Bonner,GRN,7314,11.074938295907089
2010,QLD,Bonner,Other,2200,3.331263911812359
2010,QLD,Bonner,Other Right,1775,2.6877242924849716
2010,QLD,Bowman,ALP,21228,30.273816314888762
2010,QLD,Bowman,COAL,39136,55.81289218482601
2010,QLD,Bowman,GRN,6905,9.847404449515118
2010,QLD,Bowman,Other,633,0.9027381631488877
2010,QLD,Bowman,Other Right,2218,3.1631488876212206
2010,QLD,Brisbane,ALP,19122,30.363948170731707
2010,QLD,Brisbane,COAL,29032,46.10010162601626
2010,QLD,Brisbane,GRN,13338,21.179496951219512
2010,QLD,Brisbane,Other Left,552,0.8765243902439024
2010,QLD,Brisbane,Other Right,932,1.479928861788618
2010,QLD,Capricornia,ALP,31576,46.79312388855957
2010,QLD,Capricornia,COAL,26681,39.53912270302312
2010,QLD,Capricornia,GRN,3662,5.42679312388856
2010,QLD,Capricornia,Other,3222,4.77474807350326
2010,QLD,Capricornia,Other Right,2339,3.466212211025489
2010,QLD,Dawson,ALP,28546,40.089318315872255
2010,QLD,Dawson,COAL,32635,45.8318119259613
2010,QLD,Dawson,GRN,5444,7.645423138499565
